name,attr1,attr2,n
GAS1,lalala,lalala,GRN
FLOT1,lalala,lalala,GRN
CISD3,lalala,lalala,GRN
HKDC1,lalala,lalala,GRN
CARNS1,lalala,lalala,GRN
POLR3K,lalala,lalala,GRN
DGKA,lalala,lalala,GRN
FNBP4,lalala,lalala,GRN
RBM15B,lalala,lalala,GRN
ABCD2,lalala,lalala,GRN
SNRPB2,lalala,lalala,GRN
NKX6-2,lalala,lalala,GRN
CHN2,lalala,lalala,GRN
ANKRD10,lalala,lalala,GRN
LYRM2,lalala,lalala,GRN
STRN3,lalala,lalala,GRN
B3GALT2,lalala,lalala,GRN
ITGAL,lalala,lalala,GRN
WIPI1,lalala,lalala,GRN
CASP2,lalala,lalala,GRN
SLC12A9,lalala,lalala,GRN
DDX58,lalala,lalala,GRN
ZNF133,lalala,lalala,GRN
RAB3IP,lalala,lalala,GRN
CENPM,lalala,lalala,GRN
HSPA12B,lalala,lalala,GRN
TNFRSF21,lalala,lalala,GRN
RPP25,lalala,lalala,GRN
THUMPD1,lalala,lalala,GRN
NSMCE1,lalala,lalala,GRN
GGT7,lalala,lalala,GRN
EREG,lalala,lalala,GRN
MSLN,lalala,lalala,GRN
LMO2,lalala,lalala,GRN
HSPA4L,lalala,lalala,GRN
PCDHGB4,lalala,lalala,GRN
NFKBIL1,lalala,lalala,GRN
SGSH,lalala,lalala,GRN
DDX11L2,lalala,lalala,GRN
KIR2DS1,lalala,lalala,GRN
GPRIN3,lalala,lalala,GRN
AGPAT5,lalala,lalala,GRN
HERC6,lalala,lalala,GRN
PCDHGC5,lalala,lalala,GRN
DNAJC5B,lalala,lalala,GRN
LZTS2,lalala,lalala,GRN
ASCL3,lalala,lalala,GRN
LCP1,lalala,lalala,GRN
SYCP2,lalala,lalala,GRN
NKTR,lalala,lalala,GRN
LSP1,lalala,lalala,GRN
HCLS1,lalala,lalala,GRN
RB1CC1,lalala,lalala,GRN
UNC13B,lalala,lalala,GRN
LEPROTL1,lalala,lalala,GRN
AKT1,lalala,lalala,GRN
TRIM24,lalala,lalala,GRN
TFAP4,lalala,lalala,GRN
RAB27A,lalala,lalala,GRN
RAD23A,lalala,lalala,GRN
RAD51C,lalala,lalala,GRN
RASA2,lalala,lalala,GRN
RAD18,lalala,lalala,GRN
RAD50,lalala,lalala,GRN
RAP2C,lalala,lalala,GRN
RABAC1,lalala,lalala,GRN
SLC25A45,lalala,lalala,GRN
TRIM16L,lalala,lalala,GRN
RAD54L2,lalala,lalala,GRN
RAD1,lalala,lalala,GRN
ZFYVE19,lalala,lalala,GRN
RAVER2,lalala,lalala,GRN
NDUFC1,lalala,lalala,GRN
SLC7A8,lalala,lalala,GRN
CD69,lalala,lalala,GRN
CHMP5,lalala,lalala,GRN
ABCA4,lalala,lalala,GRN
EZH1,lalala,lalala,GRN
PPOX,lalala,lalala,GRN
RARB,lalala,lalala,GRN
RNPEP,lalala,lalala,GRN
LIMD1,lalala,lalala,GRN
CDK4,lalala,lalala,GRN
HLA-DQA1,lalala,lalala,GRN
LRRC29,lalala,lalala,GRN
NUP160,lalala,lalala,GRN
RGPD1,lalala,lalala,GRN
RBM6,lalala,lalala,GRN
IMMT,lalala,lalala,GRN
NDUFA11,lalala,lalala,GRN
TMEM87A,lalala,lalala,GRN
RBBP9,lalala,lalala,GRN
RBM44,lalala,lalala,GRN
RBM25,lalala,lalala,GRN
RBMX2,lalala,lalala,GRN
RAD51,lalala,lalala,GRN
RDH10,lalala,lalala,GRN
RCOR3,lalala,lalala,GRN
DOC2A,lalala,lalala,GRN
POLR2B,lalala,lalala,GRN
RIN3,lalala,lalala,GRN
RHOBTB3,lalala,lalala,GRN
SERPINB1,lalala,lalala,GRN
WDR35,lalala,lalala,GRN
PRMT6,lalala,lalala,GRN
C11orf49,lalala,lalala,GRN
VPS35,lalala,lalala,GRN
RBM41,lalala,lalala,GRN
RDH11,lalala,lalala,GRN
ZC3H3,lalala,lalala,GRN
ADD2,lalala,lalala,GRN
KCNJ13,lalala,lalala,GRN
ZNF503,lalala,lalala,GRN
VCAM1,lalala,lalala,GRN
EIF4G3,lalala,lalala,GRN
SEC23A,lalala,lalala,GRN
HES6,lalala,lalala,GRN
TIMM8B,lalala,lalala,GRN
NOL7,lalala,lalala,GRN
NPFF,lalala,lalala,GRN
NPC1L1,lalala,lalala,GRN
RNF5,lalala,lalala,GRN
EPB41L1,lalala,lalala,GRN
PIGY,lalala,lalala,GRN
RGS3,lalala,lalala,GRN
DGCR8,lalala,lalala,GRN
FAM166B,lalala,lalala,GRN
KCNK6,lalala,lalala,GRN
FAM111B,lalala,lalala,GRN
DNAL4,lalala,lalala,GRN
COMT,lalala,lalala,GRN
DND1,lalala,lalala,GRN
RIPK3,lalala,lalala,GRN
IFT27,lalala,lalala,GRN
TOR1AIP1,lalala,lalala,GRN
CYLD,lalala,lalala,GRN
MTAP,lalala,lalala,GRN
L3MBTL4,lalala,lalala,GRN
SKP1,lalala,lalala,GRN
FOXP4,lalala,lalala,GRN
SGIP1,lalala,lalala,GRN
NLK,lalala,lalala,GRN
KIAA2013,lalala,lalala,GRN
TJP2,lalala,lalala,GRN
POMGNT1,lalala,lalala,GRN
KCTD17,lalala,lalala,GRN
PABPC1L,lalala,lalala,GRN
DNAJC21,lalala,lalala,GRN
PUM2,lalala,lalala,GRN
ARNT,lalala,lalala,GRN
HDHD3,lalala,lalala,GRN
EIF4G1,lalala,lalala,GRN
TTC23L,lalala,lalala,GRN
TYK2,lalala,lalala,GRN
MARK4,lalala,lalala,GRN
MORF4L2,lalala,lalala,GRN
PTTG2,lalala,lalala,GRN
FOXN3,lalala,lalala,GRN
ZBTB24,lalala,lalala,GRN
MST1,lalala,lalala,GRN
UBE2L6,lalala,lalala,GRN
UBE2B,lalala,lalala,GRN
PIK3C2B,lalala,lalala,GRN
SAC3D1,lalala,lalala,GRN
ZFYVE27,lalala,lalala,GRN
SIGLEC8,lalala,lalala,GRN
AAK1,lalala,lalala,GRN
ZC3H18,lalala,lalala,GRN
NDUFS6,lalala,lalala,GRN
MRPL2,lalala,lalala,GRN
SCARB1,lalala,lalala,GRN
TP53I11,lalala,lalala,GRN
SLC26A11,lalala,lalala,GRN
HOXA1,lalala,lalala,GRN
MEAF6,lalala,lalala,GRN
CDC42,lalala,lalala,GRN
ANKRD36BP1,lalala,lalala,GRN
ABCC10,lalala,lalala,GRN
SOX12,lalala,lalala,GRN
OSBPL3,lalala,lalala,GRN
PDCD2,lalala,lalala,GRN
ZNF704,lalala,lalala,GRN
DQX1,lalala,lalala,GRN
CA8,lalala,lalala,GRN
REC8,lalala,lalala,GRN
ARHGAP10,lalala,lalala,GRN
COX7B,lalala,lalala,GRN
FBXO7,lalala,lalala,GRN
SLFN11,lalala,lalala,GRN
ACVR1B,lalala,lalala,GRN
DYM,lalala,lalala,GRN
RPAP1,lalala,lalala,GRN
AMY2A,lalala,lalala,GRN
MAP7D3,lalala,lalala,GRN
RBP2,lalala,lalala,GRN
CYP4F3,lalala,lalala,GRN
POLRMT,lalala,lalala,GRN
TCP11L2,lalala,lalala,GRN
ALDOB,lalala,lalala,GRN
FZD3,lalala,lalala,GRN
SMCR8,lalala,lalala,GRN
VPREB3,lalala,lalala,GRN
KLF5,lalala,lalala,GRN
SLC25A24,lalala,lalala,GRN
SUPT6H,lalala,lalala,GRN
SNORA37,lalala,lalala,GRN
CYB5D2,lalala,lalala,GRN
MXRA7,lalala,lalala,GRN
ANKRD34A,lalala,lalala,GRN
CSK,lalala,lalala,GRN
CSGALNACT2,lalala,lalala,GRN
SNF8,lalala,lalala,GRN
SERPINC1,lalala,lalala,GRN
PRMT5,lalala,lalala,GRN
SPRED2,lalala,lalala,GRN
SP140L,lalala,lalala,GRN
ARGFXP2,lalala,lalala,GRN
OTUD4,lalala,lalala,GRN
SP3,lalala,lalala,GRN
NUTF2,lalala,lalala,GRN
SPAG1,lalala,lalala,GRN
SPAG9,lalala,lalala,GRN
SPAG4,lalala,lalala,GRN
SP110,lalala,lalala,GRN
SNRPC,lalala,lalala,GRN
PLEKHA8,lalala,lalala,GRN
SP140,lalala,lalala,GRN
SPPL2A,lalala,lalala,GRN
ZNF189,lalala,lalala,GRN
RPS18,lalala,lalala,GRN
SOX4,lalala,lalala,GRN
SFN,lalala,lalala,GRN
SSR1,lalala,lalala,GRN
ATOX1,lalala,lalala,GRN
CXorf65,lalala,lalala,GRN
SPAG17,lalala,lalala,GRN
NAF1,lalala,lalala,GRN
LGALS3,lalala,lalala,GRN
CTNNB1,lalala,lalala,GRN
SEC14L1,lalala,lalala,GRN
LRRC41,lalala,lalala,GRN
IPO11,lalala,lalala,GRN
MSN,lalala,lalala,GRN
MVD,lalala,lalala,GRN
MCRS1,lalala,lalala,GRN
PSMF1,lalala,lalala,GRN
ZNF416,lalala,lalala,GRN
PLA2G6,lalala,lalala,GRN
TIAL1,lalala,lalala,GRN
EMX1,lalala,lalala,GRN
GYG2,lalala,lalala,GRN
HEXB,lalala,lalala,GRN
ZNF407,lalala,lalala,GRN
XRCC2,lalala,lalala,GRN
NLRP6,lalala,lalala,GRN
KATNAL2,lalala,lalala,GRN
LTK,lalala,lalala,GRN
DNAJC16,lalala,lalala,GRN
HMGB1,lalala,lalala,GRN
APBB3,lalala,lalala,GRN
PIPSL,lalala,lalala,GRN
SLA2,lalala,lalala,GRN
PPM1L,lalala,lalala,GRN
TAF5L,lalala,lalala,GRN
CDC23,lalala,lalala,GRN
RAB36,lalala,lalala,GRN
ABCB7,lalala,lalala,GRN
MS4A7,lalala,lalala,GRN
SLC35E1,lalala,lalala,GRN
SLC44A3,lalala,lalala,GRN
PDK2,lalala,lalala,GRN
GJC2,lalala,lalala,GRN
TMED5,lalala,lalala,GRN
CLDN15,lalala,lalala,GRN
SPEG,lalala,lalala,GRN
SPATA24,lalala,lalala,GRN
MAP1A,lalala,lalala,GRN
CAPNS2,lalala,lalala,GRN
ERAL1,lalala,lalala,GRN
IL32,lalala,lalala,GRN
SLC39A11,lalala,lalala,GRN
KYNU,lalala,lalala,GRN
SSX2IP,lalala,lalala,GRN
RPL21,lalala,lalala,GRN
SSR2,lalala,lalala,GRN
BCL11B,lalala,lalala,GRN
PSMA2,lalala,lalala,GRN
STARD7,lalala,lalala,GRN
ADRM1,lalala,lalala,GRN
C1RL,lalala,lalala,GRN
SUSD5,lalala,lalala,GRN
CCNK,lalala,lalala,GRN
GPR87,lalala,lalala,GRN
STARD8,lalala,lalala,GRN
DNAJC7,lalala,lalala,GRN
ZMYM5,lalala,lalala,GRN
PROCA1,lalala,lalala,GRN
EI24,lalala,lalala,GRN
SPON1,lalala,lalala,GRN
PRPF40B,lalala,lalala,GRN
NAA40,lalala,lalala,GRN
OTOA,lalala,lalala,GRN
MRPS9,lalala,lalala,GRN
SPIRE1,lalala,lalala,GRN
TTC31,lalala,lalala,GRN
GALNT10,lalala,lalala,GRN
TTC30A,lalala,lalala,GRN
SNORD65,lalala,lalala,GRN
CACNB2,lalala,lalala,GRN
CCDC149,lalala,lalala,GRN
GPNMB,lalala,lalala,GRN
PRODH,lalala,lalala,GRN
ANO9,lalala,lalala,GRN
SCRN3,lalala,lalala,GRN
FCN1,lalala,lalala,GRN
FAM110B,lalala,lalala,GRN
ACTR2,lalala,lalala,GRN
SNTG2,lalala,lalala,GRN
GLYCTK,lalala,lalala,GRN
PKP4,lalala,lalala,GRN
SCD5,lalala,lalala,GRN
ANAPC2,lalala,lalala,GRN
FDXR,lalala,lalala,GRN
ANGEL2,lalala,lalala,GRN
CYP21A2,lalala,lalala,GRN
TAF1L,lalala,lalala,GRN
BEX2,lalala,lalala,GRN
RPS10P7,lalala,lalala,GRN
RPS27,lalala,lalala,GRN
SHISA7,lalala,lalala,GRN
ZBED4,lalala,lalala,GRN
EPS8L2,lalala,lalala,GRN
TRIM10,lalala,lalala,GRN
ACHE,lalala,lalala,GRN
CDH3,lalala,lalala,GRN
SPATA5L1,lalala,lalala,GRN
GLRB,lalala,lalala,GRN
MYNN,lalala,lalala,GRN
PSMA4,lalala,lalala,GRN
NUDT18,lalala,lalala,GRN
XK,lalala,lalala,GRN
XPO7,lalala,lalala,GRN
CDAN1,lalala,lalala,GRN
P4HTM,lalala,lalala,GRN
DPY30,lalala,lalala,GRN
DCP2,lalala,lalala,GRN
METTL13,lalala,lalala,GRN
TOX4,lalala,lalala,GRN
COPS6,lalala,lalala,GRN
ZNF680,lalala,lalala,GRN
SRPK1,lalala,lalala,GRN
POLR2F,lalala,lalala,GRN
RPL7A,lalala,lalala,GRN
NUDT13,lalala,lalala,GRN
COBLL1,lalala,lalala,GRN
ZNF280D,lalala,lalala,GRN
TRAK1,lalala,lalala,GRN
TMPO,lalala,lalala,GRN
SRCAP,lalala,lalala,GRN
APOBEC3B,lalala,lalala,GRN
LRRC3,lalala,lalala,GRN
TNFSF9,lalala,lalala,GRN
IL2RB,lalala,lalala,GRN
ANKS6,lalala,lalala,GRN
FAM107B,lalala,lalala,GRN
CD46,lalala,lalala,GRN
ZBTB26,lalala,lalala,GRN
INPP5E,lalala,lalala,GRN
LAGE3,lalala,lalala,GRN
XRCC1,lalala,lalala,GRN
PNP,lalala,lalala,GRN
LCORL,lalala,lalala,GRN
CXCR2P1,lalala,lalala,GRN
RALGAPA1,lalala,lalala,GRN
ZNF644,lalala,lalala,GRN
ARL2BP,lalala,lalala,GRN
RXFP4,lalala,lalala,GRN
FILIP1,lalala,lalala,GRN
COPS2,lalala,lalala,GRN
SNORA13,lalala,lalala,GRN
CFL2,lalala,lalala,GRN
GRM2,lalala,lalala,GRN
ABCB10,lalala,lalala,GRN
AQP11,lalala,lalala,GRN
EIF3B,lalala,lalala,GRN
MFSD2B,lalala,lalala,GRN
KANK1,lalala,lalala,GRN
KCMF1,lalala,lalala,GRN
MKS1,lalala,lalala,GRN
SNORD71,lalala,lalala,GRN
PAQR4,lalala,lalala,GRN
TRIM26,lalala,lalala,GRN
MYO5B,lalala,lalala,GRN
CSF3R,lalala,lalala,GRN
LPO,lalala,lalala,GRN
ADM,lalala,lalala,GRN
BCL2L15,lalala,lalala,GRN
ERN1,lalala,lalala,GRN
UBTD2,lalala,lalala,GRN
UBXN4,lalala,lalala,GRN
UHRF2,lalala,lalala,GRN
MKNK1,lalala,lalala,GRN
RGS1,lalala,lalala,GRN
SLC37A2,lalala,lalala,GRN
EXOSC9,lalala,lalala,GRN
CNOT2,lalala,lalala,GRN
COPS5,lalala,lalala,GRN
TFCP2L1,lalala,lalala,GRN
SPCS1,lalala,lalala,GRN
STX3,lalala,lalala,GRN
UPF2,lalala,lalala,GRN
URM1,lalala,lalala,GRN
UROD,lalala,lalala,GRN
UROS,lalala,lalala,GRN
UPF3B,lalala,lalala,GRN
UPF3A,lalala,lalala,GRN
UPK1B,lalala,lalala,GRN
SERPINF1,lalala,lalala,GRN
USP48,lalala,lalala,GRN
USP16,lalala,lalala,GRN
USP24,lalala,lalala,GRN
ABHD10,lalala,lalala,GRN
TMEM181,lalala,lalala,GRN
USP17L2,lalala,lalala,GRN
CGRRF1,lalala,lalala,GRN
FAM161B,lalala,lalala,GRN
CCDC96,lalala,lalala,GRN
WDR59,lalala,lalala,GRN
UNC13D,lalala,lalala,GRN
NUDT22,lalala,lalala,GRN
PKN2,lalala,lalala,GRN
USP9Y,lalala,lalala,GRN
FBXL18,lalala,lalala,GRN
FARP1,lalala,lalala,GRN
EIF4EBP1,lalala,lalala,GRN
PPP2R2D,lalala,lalala,GRN
GIT2,lalala,lalala,GRN
WDR91,lalala,lalala,GRN
ARMC6,lalala,lalala,GRN
SAMM50,lalala,lalala,GRN
PRR22,lalala,lalala,GRN
XRCC3,lalala,lalala,GRN
ZNF320,lalala,lalala,GRN
TATDN1,lalala,lalala,GRN
KNG1,lalala,lalala,GRN
CNDP2,lalala,lalala,GRN
UACA,lalala,lalala,GRN
TRPC4AP,lalala,lalala,GRN
ACO2,lalala,lalala,GRN
EIF3G,lalala,lalala,GRN
BLK,lalala,lalala,GRN
NUDT17,lalala,lalala,GRN
FAHD2B,lalala,lalala,GRN
AXIN2,lalala,lalala,GRN
FGFRL1,lalala,lalala,GRN
MNAT1,lalala,lalala,GRN
SF3A2,lalala,lalala,GRN
RAB5C,lalala,lalala,GRN
ZNF619,lalala,lalala,GRN
PERP,lalala,lalala,GRN
RAB33A,lalala,lalala,GRN
TCEA2,lalala,lalala,GRN
RUNDC3B,lalala,lalala,GRN
CD177,lalala,lalala,GRN
FAM13A,lalala,lalala,GRN
TRUB1,lalala,lalala,GRN
HDAC7,lalala,lalala,GRN
DDRGK1,lalala,lalala,GRN
TTK,lalala,lalala,GRN
TDRKH,lalala,lalala,GRN
DHX32,lalala,lalala,GRN
CHRNA2,lalala,lalala,GRN
MMP24,lalala,lalala,GRN
LENG9,lalala,lalala,GRN
TSLP,lalala,lalala,GRN
CDC25A,lalala,lalala,GRN
SLC16A9,lalala,lalala,GRN
PELI3,lalala,lalala,GRN
SLC35D3,lalala,lalala,GRN
RTKN2,lalala,lalala,GRN
HLA-L,lalala,lalala,GRN
ITSN1,lalala,lalala,GRN
RASGRP1,lalala,lalala,GRN
TLCD1,lalala,lalala,GRN
SNX15,lalala,lalala,GRN
PJA1,lalala,lalala,GRN
SSBP1,lalala,lalala,GRN
BECN1,lalala,lalala,GRN
SHPRH,lalala,lalala,GRN
TOMM34,lalala,lalala,GRN
FTL,lalala,lalala,GRN
SMAD6,lalala,lalala,GRN
KIF19,lalala,lalala,GRN
HIP1,lalala,lalala,GRN
MFSD6,lalala,lalala,GRN
TBX21,lalala,lalala,GRN
SNORD115-5,lalala,lalala,GRN
TNNI3K,lalala,lalala,GRN
PLXNA2,lalala,lalala,GRN
FAM118A,lalala,lalala,GRN
PPP1R9A,lalala,lalala,GRN
MICAL1,lalala,lalala,GRN
RNF216,lalala,lalala,GRN
PQBP1,lalala,lalala,GRN
XPO6,lalala,lalala,GRN
EGF,lalala,lalala,GRN
ZZEF1,lalala,lalala,GRN
KATNA1,lalala,lalala,GRN
DHRS7B,lalala,lalala,GRN
VAMP2,lalala,lalala,GRN
GALNT6,lalala,lalala,GRN
CBR3,lalala,lalala,GRN
EIF5,lalala,lalala,GRN
