V1,V2
DHX38,NUP205
DHX38,SLU7
DHX58,UBE2L6
DHX9,NCBP2
DHX9,SLU7
DIAPH2,MAD1L1
DIP2A,TGFB1
DKC1,SP3
DKFZP451O0517,PPP2CA
DKFZP666O0110,FN1
DKFZP666O0110,PRKACB
DKFZP666O0110,PTEN
DKFZP666O0110,PXN
DKFZP686J08252,TUBB3
DKFZP686L20222,PPP2R5E
DKFZP686N2325,PRKACB
DKFZP686N2325,RPS6KA5
DKFZP686O0451,TF
DKFZP762H177,MAD1L1
DKFZP781H1715,PRKACB
DLAT,PDK1
DLAT,PDK2
DLC1,TGFB1
DLD,PDK1
DLD,PDK2
DLG1,PTEN
DMAP1,MEAF6
DMAP1,VPS72
DMRT2,POU2F2
DMRT2,ZNF143
DNAH3,TUBB3
DNAH5,TUBB3
DNAH7,TUBB3
DNAH8,TUBB3
DNAI2,TUBB3
DNAJA1,PTEN
DNAJC6,TF
DNAJC8,NCBP2
DNAJC8,SLU7
DNAL4,TUBB3
DNASE2,SP3
DNM2,HLA-DRB5
DNM2,PPP2CA
DNM2,TF
DNMT3A,PHC3
DOCK1,ELMO2
DOCK1,PXN
DOCK2,SRC
DOCK4,ELMO2
DOCK5,ELMO1
DOCK5,HDAC6
DOCK5,PIK3CB
DOK1,KIT
DOK2,JAK1
DRD2,PPP2CA
DRD2,PPP2R5E
DSN1,MAD1L1
DSP,KRT1
DTX3,UBE2L6
DUSP1,PPP2CA
DVL1,MED17
DVL2,MED17
DVL2,PCBD1
DVL3,MED17
DYNC1H1,HLA-DPA1
DYNC1H1,HLA-DRB5
DYNC1H1,KDELR1
DYNC1H1,MAD1L1
DYNC1H1,MZT2B
DYNC1H1,NUP205
DYNC1H1,ODF2
DYNC1H1,SPTB
DYNC1H1,TUBB3
DYNC1I1,HLA-DRB5
DYNC1I1,KDELR1
DYNC1I1,MAD1L1
DYNC1I1,NUP205
DYNC1I1,TUBB3
DYNC1I2,HLA-DRB5
DYNC1I2,KDELR1
DYNC1I2,MAD1L1
DYNC1I2,MZT2B
DYNC1I2,NUP205
DYNC1I2,ODF2
DYNC1I2,TUBB3
DYNC1LI1,HLA-DPA1
DYNC1LI1,HLA-DRB5
DYNC1LI1,KDELR1
DYNC1LI1,MAD1L1
DYNC1LI1,NUP205
DYNC1LI1,SPTB
DYNC1LI1,TUBB3
DYNC1LI2,HLA-DPA1
DYNC1LI2,HLA-DRB5
DYNC1LI2,KDELR1
DYNC1LI2,MAD1L1
DYNC1LI2,NUP205
DYNC1LI2,SPTB
DYNC1LI2,TUBB3
DYNC2H1,TUBB3
DYNLL1,DYRK1A
DYNLL1,HLA-DPA1
DYNLL1,HLA-DRB5
DYNLL1,KDELR1
DYNLL1,MAD1L1
DYNLL1,MZT2B
DYNLL1,NUP205
DYNLL1,ODF2
DYNLL1,SPTB
DYNLL1,TUBB3
DYNLL2,HLA-DRB5
DYNLL2,KDELR1
DYNLL2,MAD1L1
DYNLL2,NUP205
DYNLL2,TUBB3
DYRK1A,EP300
DYRK1A,HIPK2
DYRK1A,ID2
DYRK1A,ISG15
DYRK1A,LATS2
DYRK1A,LIN37
DYRK1A,LIN52
DYRK1A,LIN54
DYRK1A,LIN9
DYRK1A,MAP3K1
DYRK1A,MAP3K5
DYRK1A,NTRK1
DYRK1A,RAD54L2
DYRK1A,RB1
DYRK1A,RBBP4
DYRK1A,RBL1
DYRK1A,SIRT1
DYRK1A,SMAD3
DYRK1A,SP3
DYRK1A,SPRED1
DYRK1A,SPRED2
DYRK1A,SRSF2
DYRK1A,SRSF4
DYRK1A,SRSF8
DYRK1A,TBP
DYRK1A,WTAP
DYRK1A,XPO1
DYRK1A,YWHAB
DYRK1A,YWHAE
DZIP1,PPP2R5E
E2F1,SP3
E2F3,POU2F2
E2F3,VPS72
E2F6,POU2F2
E2F6,SP3
EAF1,NCBP2
EAF1,SUPT6H
EAF1,ZNF143
EAF2,NCBP2
EAF2,SUPT6H
EBF1,MED10
EBF1,MED11
EBF1,MED17
EBF1,POU2F2
EBF1,TGFB1
EBI3,JAK1
EBI3,POU2F2
ECM1,FN1
ECSCR,PTEN
ECSIT,NDUFAF7
EDN1,NFIC
EED,KRT1
EEF1A1,PPP2CA
EEF2,PTEN
EFNA1,KIT
EFNA2,KIT
EFNA3,KIT
EFNA4,KIT
EFNA5,KIT
EFNB1,PXN
EFNB2,PXN
EFNB3,PXN
EFNB3,TUBB3
EFS,PXN
EFTUD2,NCBP2
EFTUD2,SLU7
EGF,KIT
EGF,PPP2CA
EGF,PXN
EGFR,FN1
EGFR,JAK1
EGFR,MAP4K1
EGFR,PPP2CA
EGFR,PPP2R5E
EGFR,PXN
EGFR,SMG1
EGFR,TGFB1
EGR1,EPX
EGR1,FN1
EGR1,NFIC
EGR1,NFIX
EGR1,POU2F2
EGR1,PTEN
EGR1,TGFB1
EGR2,POU2F2
EHD1,EPN1
EHD1,STX3
EHF,POU2F2
EHMT1,PRKACB
EHMT2,PRKACB
EIF1AY,EIF5B
EIF2AK2,JAK1
EIF2AK2,PTEN
EIF3A,PTEN
EIF4A1,RPTOR
EIF4A1,UBE2L6
EIF4A2,UBE2L6
EIF4A3,NCBP2
EIF4A3,NUP205
EIF4A3,PPP2CA
EIF4A3,SLU7
EIF4A3,SMG1
EIF4A3,UBE2L6
EIF4E,NUP205
EIF4E,PPP2CA
EIF4E,RPTOR
EIF4E,UBE2L6
EIF4E2,UBE2L6
EIF4E3,UBE2L6
EIF4EBP1,RPS6KA5
EIF4EBP1,RPTOR
EIF4G1,NCBP2
EIF4G1,PPP2CA
EIF4G1,SMG1
EIF4G1,UBE2L6
EIF4G2,UBE2L6
EIF4G3,UBE2L6
EIF5B,FAU
EIF5B,RPL10
EIF5B,RPL10A
EIF5B,RPL11
EIF5B,RPL12
EIF5B,RPL13
EIF5B,RPL13A
EIF5B,RPL14
EIF5B,RPL15
EIF5B,RPL17
EIF5B,RPL18
EIF5B,RPL18A
EIF5B,RPL19
EIF5B,RPL21
EIF5B,RPL22
EIF5B,RPL23
EIF5B,RPL23A
EIF5B,RPL24
EIF5B,RPL26
EIF5B,RPL27
EIF5B,RPL27A
EIF5B,RPL28
EIF5B,RPL29
EIF5B,RPL3
EIF5B,RPL30
EIF5B,RPL31
EIF5B,RPL32
EIF5B,RPL34
EIF5B,RPL35
EIF5B,RPL35A
EIF5B,RPL36
EIF5B,RPL36A
EIF5B,RPL37
EIF5B,RPL37A
EIF5B,RPL38
EIF5B,RPL39
EIF5B,RPL4
EIF5B,RPL41
EIF5B,RPL5
EIF5B,RPL6
EIF5B,RPL7
EIF5B,RPL7A
EIF5B,RPL8
EIF5B,RPL9
EIF5B,RPLP0
EIF5B,RPLP1
EIF5B,RPLP2
EIF5B,RPS10
EIF5B,RPS11
EIF5B,RPS12
EIF5B,RPS13
EIF5B,RPS14
EIF5B,RPS15
EIF5B,RPS15A
EIF5B,RPS16
EIF5B,RPS17
EIF5B,RPS18
EIF5B,RPS19
EIF5B,RPS2
EIF5B,RPS20
EIF5B,RPS21
EIF5B,RPS23
EIF5B,RPS24
EIF5B,RPS25
EIF5B,RPS26
EIF5B,RPS27
EIF5B,RPS27A
EIF5B,RPS28
EIF5B,RPS29
EIF5B,RPS3
EIF5B,RPS3A
EIF5B,RPS4X
EIF5B,RPS4Y1
EIF5B,RPS5
EIF5B,RPS6
EIF5B,RPS7
EIF5B,RPS8
EIF5B,RPS9
EIF5B,RPSA
EIF5B,UBA52
ELANE,SERPINA1
ELAVL1,NCBP2
ELAVL1,SLU7
ELAVL2,NCBP2
ELAVL2,SLU7
ELF1,MED10
ELK3,SP3
ELK4,MED17
ELL,NCBP2
ELL,POU2F2
ELL,SUPT6H
ELL,ZNF143
ELL2,NCBP2
ELL2,POU2F2
ELL2,ZNF143
ELL3,NCBP2
ELL3,POU2F2
ELL3,ZNF143
ELMO1,PXN
ELMO2,EPHA2
ELMO2,FCGR1A
ELMO2,FCGR2A
ELMO2,FCGR3A
ELMO2,HSP90AA1
ELMO2,IGHG1
ELMO2,IGHG2
ELMO2,IGHG3
ELMO2,IGHG4
ELMO2,IGHV
ELMO2,IGHV1-2
ELMO2,IGHV1-46
ELMO2,IGHV1-69
ELMO2,IGHV2-5
ELMO2,IGHV2-70
ELMO2,IGHV3-11
ELMO2,IGHV3-13
ELMO2,IGHV3-23
ELMO2,IGHV3-30
ELMO2,IGHV3-33
ELMO2,IGHV3-48
ELMO2,IGHV3-53
ELMO2,IGHV3-7
ELMO2,IGHV3-9
ELMO2,IGHV4-34
ELMO2,IGHV4-39
ELMO2,IGHV4-59
ELMO2,IGHV7-81
ELMO2,IGKC
ELMO2,IGKV1-12
ELMO2,IGKV1-16
ELMO2,IGKV1-17
ELMO2,IGKV1-33
ELMO2,IGKV1-39
ELMO2,IGKV1-5
ELMO2,IGKV1D-12
ELMO2,IGKV1D-16
ELMO2,IGKV2-29
ELMO2,IGKV2-30
ELMO2,IGKV2D-28
ELMO2,IGKV2D-30
ELMO2,IGKV2D-40
ELMO2,IGKV3-11
ELMO2,IGKV3-15
ELMO2,IGKV3-20
ELMO2,IGKV3D-20
ELMO2,IGKV4-1
ELMO2,IGKV5-2
ELMO2,IGLC1
ELMO2,IGLC2
ELMO2,IGLC3
ELMO2,IGLC6
ELMO2,IGLC7
ELMO2,IGLV
ELMO2,IGLV1-40
ELMO2,IGLV1-44
ELMO2,IGLV1-47
ELMO2,IGLV1-51
ELMO2,IGLV2-11
ELMO2,IGLV2-14
ELMO2,IGLV2-23
ELMO2,IGLV2-8
ELMO2,IGLV3-1
ELMO2,IGLV3-19
ELMO2,IGLV3-21
ELMO2,IGLV3-25
ELMO2,IGLV3-27
ELMO2,IGLV6-57
ELMO2,IGLV7-43
ELMO2,ILK
ELMO2,KDR
ELMO2,PTK2
ELMO2,PXN
ELMO2,RAC1
ELMO2,RAC2
ELMO2,RAC3
ELMO2,RHOG
ELMO2,SHB
ELMO2,SRC
ELMO2,SYK
ELMO2,V1-11
ELMO2,V1-13
ELMO2,V1-16
ELMO2,V1-20
ELMO2,V1-3
ELMO2,V1-5
ELMO2,V1-7
ELMO2,V1-9
ELMO2,V2-11
ELMO2,V2-15
ELMO2,V2-17
ELMO2,V2-19
ELMO2,V2-8
ELMO2,V3-2
ELMO2,V3-3
ELMO2,V3-4
ELMO2,V4-1
ELMO2,V4-2
ELMO2,V4-6
ELMO2,V5-1
ELMO2,V5-4
ELMO2,V5-6
ELMO2,VEGFA
ELN,NFIC
ELOA,SUPT6H
ELOA2,SUPT6H
ELOA3,SUPT6H
ELOB,SUPT6H
ELOC,SUPT6H
EML4,JAK1
EML4,JAK2
EML4,MAD1L1
EMX2,MED17
ENG,TGFB1
ENY2,MCM3AP
ENY2,SUPT7L
EP300,EP400
EP300,GTF2H2
EP300,MED10
EP300,MED11
EP300,MED17
EP300,MED23
EP300,NFIC
EP300,PDK1
EP300,POU2F2
EP300,PPP2CA
EP300,PRKACB
EP300,SP3
EP300,SRC
EP300,SUPT7L
EP300,TF
EP300,TGFB1
EP400,HIRA
EP400,KAT5
EP400,MEAF6
EP400,RB1
EP400,RUVBL1
EP400,VPS72
EP400,YEATS4
EPAS1,MED10
EPAS1,MED11
EPAS1,MED17
EPAS1,TGFB1
EPC1,MEAF6
EPC1,VPS72
EPGN,PXN
EPHA1,SMG1
EPHB1,PTEN
EPHB1,PXN
EPN1,EPS15L1
EPN1,FNBP1
EPN1,GAK
EPN1,GAPVD1
EPN1,GRB2
EPN1,HGS
EPN1,OCRL
EPN1,PACSIN2
EPN1,RALBP1
EPN1,REPS1
EPN1,STAM
EPN1,UBQLN2
EPO,JAK1
EPO,KIT
EPOR,JAK1
EPOR,KIT
EPS15,TF
EPX,GFER
EPX,HIF1A
EPX,NFKB1
EPX,SMAD3
EPX,SMAD4
ERAL1,MRPL2
ERAL1,MRPL34
ERAL1,MRPS14
ERAL1,MTIF3
ERBB2,JAK1
ERBB2,TGFB1
ERBB3,JAK1
ERBB3,LGALS3BP
ERBB3,PTEN
ERCC2,NCBP2
ERCC2,POU2F2
ERCC2,SUPT6H
ERCC2,XPC
ERCC3,NCBP2
ERCC3,SUPT6H
ERCC3,XPC
ERCC4,GTF2H2
ERCC4,XPC
ERCC5,GTF2H2
ERCC6L,MAD1L1
EREG,KIT
EREG,PXN
ESPL1,MAD1L1
ESPL1,PPP2CA
ESR1,NFIC
ESR1,PRKACB
ESR1,SLC30A9
ESR1,SP3
ESR2,PRKACB
ESRP1,NCBP2
ESRP2,NCBP2
ETF1,NCBP2
ETF1,PPP2CA
ETF1,SMG1
ETF1,SP3
ETS1,JAK1
ETS1,POU2F2
ETS1,XPC
EVPL,KRT1
EXO1,SP3
EXOC1,MON2
EXOC2,KDELR1
EXPH5,RAB27B
EYA1,GMEB1
EZH2,PTEN
EZH2,RPS6KA5
EZR,PRKACB
F11R,TGFB1
F12,KRT1
F13A1,NFIC
F2,SP3
F2R,SP3
F3,NFIC
F3,SP3
FABP4,MED10
FABP4,MED11
FABP4,MED17
FADD,MAP2K4
FAF1,MAP2K4
FAM120B,MED10
FAM120B,MED11
FAM120B,MED17
FAM120B,MED23
FAM120B,TGFB1
FAM20A,FN1
FAM20A,SERPINA1
FAM20A,TF
FAM20C,FN1
FAM20C,SERPINA1
FAM20C,TF
FAS,LGALS1
FAS,SRC
FASLG,FN1
FAU,NCBP2
FAU,PPP2CA
FAU,SMG1
FBF1,ODF2
FBLN1,FN1
FBXL16,PPP2CA
FBXO2,SAE1
FBXO43,PPP2CA
FBXW11,PPP2CA
FBXW11,PPP2R5E
FBXW7,MED10
FBXW7,MED11
FBXW7,PTEN
FBXW7,TGFB1
FBXW8,MAP4K1
FCHO1,TF
FCHO2,TF
FER,JAK1
FER,KIT
FES,JAK1
FES,KIT
FGF1,KIT
FGF10,KIT
FGF16,KIT
FGF17,KIT
FGF18,KIT
FGF19,KIT
FGF2,KIT
FGF20,KIT
FGF21,KIT
FGF22,KIT
FGF23,KIT
FGF3,KIT
FGF3,TMED1
FGF4,KIT
FGF5,KIT
FGF6,KIT
FGF7,KIT
FGF8,KIT
FGF9,KIT
FGFR1OP,MZT2B
FGFR1OP,ODF2
FGFR2,JAK1
FGFR3,JAK1
FGR,PXN
FIP1L1,NCBP2
FIP1L1,NUP205
FIP1L1,SLU7
FIS1,PEX3
FKBP1A,TGFB1
FLJ00323,ORC3
FLJ00323,ORC5
FLNA,FN1
FLNA,PXN
FLNB,FN1
FLNB,PXN
FLNB,UBE2L6
FLT3LG,KIT
FLT4,FN1
FMOD,TGFB1
FN1,FYN
FN1,GATA2
FN1,GIT1
FN1,GRB2
FN1,HRG
FN1,IGF1
FN1,IGF1R
FN1,IRS1
FN1,ITGA1
FN1,ITGA10
FN1,ITGA11
FN1,ITGA2
FN1,ITGA2B
FN1,ITGA3
FN1,ITGA4
FN1,ITGA5
FN1,ITGA6
FN1,ITGA7
FN1,ITGA7 VARIANT PROTEIN
FN1,ITGA8
FN1,ITGA9
FN1,ITGAD
FN1,ITGAE
FN1,ITGAL
FN1,ITGAM
FN1,ITGAV
FN1,ITGAX
FN1,ITGB1
FN1,ITGB2
FN1,ITGB3
FN1,ITGB4
FN1,ITGB5
FN1,ITGB6
FN1,ITGB7
FN1,ITGB8
FN1,ITGBL1
FN1,JUN
FN1,LGALS3BP
FN1,LGALS9
FN1,LIMS1
FN1,LIMS2
FN1,LOX
FN1,LOXL3
FN1,MAG
FN1,MFAP2
FN1,MICALL1
FN1,MMP2
FN1,MYC
FN1,MYH2
FN1,NFIC
FN1,NFKB1
FN1,NR0B2
FN1,PARVA
FN1,PARVB
FN1,PDGFA
FN1,PLAU
FN1,PLAUR
FN1,POTEKP
FN1,PRKACA
FN1,PRKACB
FN1,PRKAR1A
FN1,PRKAR1B
FN1,PRKCA
FN1,PTK2
FN1,PTK2B
FN1,PTPN1
FN1,PTPRA
FN1,PXN
FN1,RAC1
FN1,RAP1A
FN1,RAP1B
FN1,RARA
FN1,RELA
FN1,RHOA
FN1,SDC1
FN1,SDC2
FN1,SDC4
FN1,SIGLEC10
FN1,SIGLEC11
FN1,SIGLEC12
FN1,SIGLEC14
FN1,SIGLEC16
FN1,SIGLEC5
FN1,SIGLEC6
FN1,SIGLEC7
FN1,SIGLEC8
FN1,SIGLEC9
FN1,SIGLECL1
FN1,SOS1
FN1,SP1
FN1,SRC
FN1,SYK
FN1,TAL1
FN1,TEK
FN1,TGM2
FN1,THBS1
FN1,TLN1
FN1,TNC
FN1,TNFAIP6
FN1,TTN
FN1,VCL
FN1,VEGFD
FN1,YWHAZ
FNBP1,TF
FNBP1L,TF
FNTB,RABGGTA
FOS,MED17
FOS,NFATC2IP
FOS,NFIC
FOS,PRKACB
FOS,RFX1
FOS,TGFB1
FOS,ZNF143
FOSB,VEZF1
FOXA1,NFIC
FOXA2,GMEB1
FOXA2,NFIC
FOXA2,NFIX
FOXA2,TF
FOXA3,NFIC
FOXJ1,RFX1
FOXL2,GMEB1
FOXN2,RFX1
FOXN3,RFX1
FOXO1,JAK1
FOXO1,PRKACB
FOXO3,PPP2CA
FOXO3,PRKACB
FOXP3,NACC1
FOXP3,TGFB1
FOXP3,VEZF1
FRAT1,PPP2CA
FRAT1,PPP2R5E
FRAT2,PPP2CA
FRAT2,PPP2R5E
FRK,PTEN
FST,TGFB1
FUBP1,SP3
FURIN,TGFB1
FUS,NCBP2
FUS,POU2F2
FUS,SLU7
FXYD1,PRKACB
FXYD2,PRKACB
FYN,JAK1
FYN,KIT
FYN,MAP4K1
FYN,PXN
FZR1,MAD1L1
FZR1,PTEN
G3BP1,NCBP2
G3BP1,RPTOR
G3BP2,NCBP2
GAB1,JAK1
GAB1,KIT
GAB1,PTEN
GAB1,PXN
GAB2,JAK1
GAB2,KIT
GABARAP,PRKACB
GABARAP,TUBB3
GABARAPL1,PRKACB
GABARAPL2,PRKACB
GABPA,MED10
GABPA,POU2F2
GABPA,SP3
GADD45B,POU2F2
GADD45GIP1,MRPL2
GADD45GIP1,MRPL34
GADD45GIP1,MRPS14
GADD45GIP1,MTIF3
GAK,TF
GAPVD1,TF
GAS7,ZNF143
GATA1,MED17
GATA3,POU2F2
GATAD2A,NACC1
GBF1,KDELR1
GBF1,SPTB
GCK,NUP205
GCKR,NUP205
GDAP1,PEX3
GDI1,RABGGTA
GDI2,RABGGTA
GDNF,PXN
GEMIN2,NUP205
GEMIN4,NUP205
GEMIN5,NUP205
GEMIN6,NUP205
GEMIN7,NUP205
GEMIN8,NUP205
GFAP,NFIC
GFI1,POU2F2
GFM1,MRPL2
GFM1,MRPL34
GFM1,MRPS14
GFM1,MRPS33
GFM2,MRPL2
GFM2,MRPL34
GFM2,MRPS14
GFRA1,PXN
GGA3,KDELR1
GH1,JAK1
GH2,JAK1
GH2,NFIC
GHR,JAK1
GIT1,PXN
GIT1,SRC
GIT2,PXN
GIT2,SRC
GJA1,PRKACB
GJA1,TUBB3
GJD2,PRKACB
GK,PPARG
GK,RXRA
GK,RXRB
GK,RXRG
GLE1,NCBP2
GLE1,NUP205
GLI1,PRKACB
GLI2,PRKACB
GLI3,PRKACB
GLP1R,SP3
GMEB1,GMEB2
GMEB1,ISL1
GMEB1,ISL2
GMEB1,NCOA1
GMEB1,NCOA2
GMEB1,NCOA3
GMEB1,NFIA
GMEB1,NFIB
GMEB1,NFIC
GMEB1,NFIX
GMEB1,NFKB1
GMEB1,SAMD11
GMEB1,SMAD1
GMEB1,SMAD3
GMEB1,SNIP1
GMEB1,VAX2
GMEB1,XBP1
GMEB2,NFIC
GMEB2,NFIX
GNA13,SRC
GNAI1,PRKACB
GNAI1,PXN
GNAI2,PRKACB
GNAI2,PTEN
GNAI2,PXN
GNAI3,PRKACB
GNAI3,PXN
GNAO1,PRKACB
GNAO1,PXN
GNAS,SRC
GNAZ,PXN
GNB1,JAK2
GNB1,PRKACB
GNB1,PXN
GNB1,SRC
GNB2,PRKACB
GNB3,PRKACB
GNB4,PRKACB
GNB5,PRKACB
GNE,LGALS3BP
GNG10,PRKACB
GNG11,PRKACB
GNG12,PRKACB
GNG13,PRKACB
GNG2,PRKACB
GNG2,PXN
GNG3,PRKACB
GNG4,PRKACB
GNG5,PRKACB
GNG7,PRKACB
GNG8,PRKACB
GNGT1,PRKACB
GNGT2,PRKACB
GNRH1,NFIC
GOLGA2,KDELR1
GOLGA2,SERPINA1
GOLGB1,KDELR1
GOLGB1,SPTB
GOLT1B,LGALS1
GORASP1,KDELR1
GORASP1,SERPINA1
GOSR1,KDELR1
GOSR2,KDELR1
GOSR2,SERPINA1
GOT1,NFIC
GPC1,PTEN
GPC4,PTEN
GPD2,SP3
GPKOW,NCBP2
GPKOW,SLU7
GPR183,POU2F2
GPS1,GTF2H2
GPS1,MCRS1
GPS1,XPC
GPS2,MED17
GRAP,KIT
GRAP2,HLA-DRB5
GRAP2,KIT
GRAP2,MAP4K1
GRB10,KIT
GRB2,JAK1
GRB2,JAK2
GRB2,KIT
GRB2,MAP4K1
GRB2,PPP2CA
GRB2,PTEN
GRB2,PXN
GRB2,SPTB
GRB2,SRC
GRB7,KIT
GRHL2,POU2F2
GRHL3,POU2F2
GRIA1,PRKACB
GRIA2,PRKACB
GRIA3,PRKACB
GRIA4,PRKACB
GRIN1,PRKACB
GRIN2A,PRKACB
GRIN2B,PRKACB
GRIN2C,PRKACB
GRIN2D,PRKACB
GRIN3A,PRKACB
GRIN3B,PRKACB
GRN,TGFB1
GSK3A,PRKACB
GSK3B,PPP2CA
GSK3B,PPP2R5E
GSK3B,PRKACB
GSPT1,NCBP2
GSPT1,PPP2CA
GSPT1,SMG1
GSPT2,NCBP2
GSPT2,PPP2CA
GSPT2,SMG1
GSS,TBCB
GSS,TP53
GTF2A1,GTF2H2
GTF2A1,NCBP2
GTF2A1,POU2F2
GTF2A1,TAF5
GTF2A1,ZNF143
GTF2A2,GTF2H2
GTF2A2,NCBP2
GTF2A2,POU2F2
GTF2A2,TAF5
GTF2A2,ZNF143
GTF2B,GTF2H2
GTF2B,NCBP2
GTF2B,POU2F2
GTF2B,TAF5
GTF2B,ZNF143
GTF2E1,NCBP2
GTF2E1,POU2F2
GTF2E1,ZNF143
GTF2E2,NCBP2
GTF2E2,POU2F2
GTF2E2,ZNF143
GTF2F1,GTF2H2
GTF2F1,NCBP2
GTF2F1,POU2F2
GTF2F1,SLU7
GTF2F1,SUPT6H
GTF2F1,TAF5
GTF2F1,ZNF143
GTF2F2,GTF2H2
GTF2F2,NCBP2
GTF2F2,POU2F2
GTF2F2,SLU7
GTF2F2,SUPT6H
GTF2F2,TAF5
GTF2F2,ZNF143
GTF2H1,NCBP2
GTF2H1,SUPT6H
GTF2H1,XPC
GTF2H2,IWS1
GTF2H2,LEO1
GTF2H2,MLLT1
GTF2H2,NCBP1
GTF2H2,NCBP2
GTF2H2,NELFA
GTF2H2,NELFB
GTF2H2,NELFCD
GTF2H2,PCNA
GTF2H2,POLD1
GTF2H2,POLD2
GTF2H2,POLR1B
GTF2H2,POLR1D
GTF2H2,POLR1E
GTF2H2,POLR2A
GTF2H2,POLR2B
GTF2H2,POLR2C
GTF2H2,POLR2E
GTF2H2,POLR2G
GTF2H2,POLR2H
GTF2H2,POLR2L
GTF2H2,PPIE
GTF2H2,RAD23B
GTF2H2,RFC2
GTF2H2,RFC3
GTF2H2,RFC4
GTF2H2,RFC5
GTF2H2,RNGTT
GTF2H2,RNMT
GTF2H2,RPA1
GTF2H2,RPA2
GTF2H2,RPA3
GTF2H2,RTF1
GTF2H2,SP1
GTF2H2,SRA1
GTF2H2,SUMO1
GTF2H2,SUMO2
GTF2H2,SUPT16H
GTF2H2,SUPT5H
GTF2H2,SUPT6H
GTF2H2,TAF15
GTF2H2,TCEA1
GTF2H2,TWISTNB
GTF2H2,USP7
GTF2H2,WDR61
GTF2H2,XAB2
GTF2H2,XPC
GTF2H2,XRCC1
GTF2H3,NCBP2
GTF2H3,SUPT6H
GTF2H3,XPC
GTF2H4,NCBP2
GTF2H4,SUPT6H
GTF2H4,XPC
GTF2H5,NCBP2
GTF2H5,SUPT6H
GTF2H5,XPC
GTF2I,PPP2CA
GTF3C1,NFIC
GTF3C2,NFIC
GTPBP4,RPF1
GUCY1B1,NFIC
GYS1,PRKACB
GYS2,PRKACB
H1-1,PPP2CA
H1-1,ZNF22
H1-2,ZNF22
H2AC4,PTEN
H2AFX,PPP2CA
H2AZ1,VPS72
H3-3A,PHC3
H3-3A,RPS6KA5
H3C1,MEAF6
H3C1,PHC3
H3C1,RPS6KA5
H3F3C,RPS6KA5
H4C1,MEAF6
H4C1,MSL1
H4C1,PHC3
H4C1,VPS72
HAP1,TUBB3
HARS,HARS2
HAUS1,MAD1L1
HAUS1,MZT2B
HAUS1,ODF2
HAUS2,MZT2B
HAUS2,ODF2
HAUS3,MZT2B
HAUS3,ODF2
HAUS4,MZT2B
HAUS4,ODF2
HAUS5,MZT2B
HAUS5,ODF2
HAUS6,MZT2B
HAUS6,ODF2
HAUS7,MZT2B
HAUS7,ODF2
HAUS8,MZT2B
HAUS8,ODF2
HBA1,HLA-DPA1
HBA1,HP
HBA1,NFIC
HBB,HP
HBB,VPS37A
HBEGF,PXN
HCC5,ORC3
HCC5,ORC5
HCK,JAK1
HCK,PXN
HDAC1,MAD1L1
HDAC1,RFX1
HDAC1,SP3
HDAC2,NACC1
HDAC2,PTEN
HDAC2,SP3
HDAC3,MED10
HDAC3,MED11
HDAC3,MED17
HDAC3,MED23
HDAC3,NACC1
HDAC4,NACC1
HDAC4,NUP205
HDAC4,PPP2CA
HDAC6,VPS37A
HELZ2,MED10
HELZ2,MED11
HELZ2,MED17
HELZ2,TGFB1
HERC5,JAK1
HERC5,UBE2L6
HEY1,NACC1
HFE,TF
HGF,KIT
HGS,SRC
HGS,VPS37A
HIF1A,PDK1
HIF1A,TF
HIF1A,TGFB1
HIKESHI,NUP205
HINT2,PPP2CA
HIP1,TF
HIP1R,TF
HIRA,NFU1
HIST2H3A,PHC3
HIST2H3A,RPS6KA5
HIST3H3,RPS6KA5
HLA-DMA,HLA-DRB5
HLA-DMB,HLA-DRB5
HLA-DOA,HLA-DRB5
HLA-DOB,HLA-DRB5
HLA-DOB,POU2F2
HLA-DPA1,HLA-DRA
HLA-DPA1,HLA-DRB1
HLA-DPA1,HLA-DRB3
HLA-DPA1,HLA-DRB5
HLA-DPA1,HLA-F
HLA-DPA1,ISG20
HLA-DPA1,KIF22
HLA-DPA1,KIF2A
