V1,V2
MED11,MED25
MED11,MED26
MED11,MED27
MED11,MED28
MED11,MED29
MED11,MED30
MED11,MED31
MED11,MED4
MED11,MED6
MED11,MED7
MED11,MED8
MED11,MED9
MED11,NCOA1
MED11,NCOA2
MED11,NCOA3
MED11,NCOA6
MED11,NCOR1
MED11,NCOR2
MED11,PPARA
MED11,PPARG
MED11,PPARGC1A
MED11,RXRA
MED11,SMARCA2
MED11,SMARCD1
MED11,SMARCD3
MED11,TBL1X
MED11,TBL1XR1
MED11,TBL1Y
MED11,TGFB1
MED11,TGS1
MED11,THRAP3
MED11,TNF
MED11,WNT1
MED11,WNT10B
MED12,MED17
MED12,PTEN
MED12,TGFB1
MED13,MED17
MED13,TGFB1
MED13L,MED17
MED13L,SP3
MED13L,TGFB1
MED14,MED17
MED14,TGFB1
MED15,MED17
MED15,TGFB1
MED16,MED17
MED16,TGFB1
MED17,MED18
MED17,MED19
MED17,MED20
MED17,MED21
MED17,MED22
MED17,MED23
MED17,MED24
MED17,MED25
MED17,MED26
MED17,MED27
MED17,MED28
MED17,MED29
MED17,MED30
MED17,MED31
MED17,MED4
MED17,MED6
MED17,MED7
MED17,MED8
MED17,MED9
MED17,NCOA1
MED17,NCOA2
MED17,NCOA3
MED17,NCOA6
MED17,NCOR1
MED17,NCOR2
MED17,PAGR1
MED17,PARP1
MED17,POLR2G
MED17,PPARA
MED17,PPARG
MED17,PPARGC1A
MED17,RELA
MED17,RXRA
MED17,RXRB
MED17,RXRG
MED17,SMARCA2
MED17,SMARCB1
MED17,SMARCD1
MED17,SMARCD3
MED17,SSBP2
MED17,SSBP3
MED17,SSBP4
MED17,SUPT3H
MED17,TBL1X
MED17,TBL1XR1
MED17,TBL1Y
MED17,TGFB1
MED17,TGS1
MED17,THRA
MED17,THRAP3
MED17,THRB
MED17,TNF
MED17,TP53
MED17,WNT1
MED17,WNT10B
MED18,TGFB1
MED19,TGFB1
MED20,TGFB1
MED21,TGFB1
MED22,TGFB1
MED23,MED30
MED23,NCOR1
MED23,NCOR2
MED23,SP3
MED23,TBL1X
MED23,TBL1XR1
MED23,TGFB1
MED23,THRAP3
MED24,TGFB1
MED25,TGFB1
MED26,TGFB1
MED27,TGFB1
MED28,TGFB1
MED29,TGFB1
MED30,TGFB1
MED31,TGFB1
MED4,TGFB1
MED6,TGFB1
MED7,TGFB1
MED8,TGFB1
MED9,TGFB1
MEF2A,POU2F2
MEF2A,PRKACB
MEF2C,PRKACB
MEF2D,PRKACB
MEOX2,TGFB1
METTL14,NCBP2
METTL3,NCBP2
MFN1,MFN2
MFN1,OPA1
MFN1,VCP
MGME1,POLG
MICAL1,PXN
MICALL1,PXN
MIOS,RPTOR
MIPEP,SP3
MKNK1,PPP2CA
MKRN1,PTEN
MKS1,ODF2
MLLT1,NCBP2
MLLT1,SUPT6H
MLLT3,NCBP2
MLLT3,SUPT6H
MLPH,RAB27B
MLST8,PPP2CA
MLST8,RPTOR
MLXIPL,PRKACB
MMAA,MMUT
MMP9,TGFB1
MNAT1,NCBP2
MNAT1,SUPT6H
MNAT1,XPC
MOB1A,TGFBRAP1
MOB3A,TGFBRAP1
MOB4,PPP2CA
MORF4L1,PPP2CA
MORF4L1,VPS72
MORF4L2,PPP2CA
MORF4L2,VPS72
MRC1,TGFB1
MRC2,TGFB1
MRGBP,VEZF1
MRGBP,VPS72
MRPL1,MRPL2
MRPL1,MRPL34
MRPL1,MRPS14
MRPL1,MRPS33
MRPL1,MTIF3
MRPL10,MRPL2
MRPL10,MRPL34
MRPL10,MRPS14
MRPL10,MTIF3
MRPL11,MRPL2
MRPL11,MRPL34
MRPL11,MRPS14
MRPL11,MTIF3
MRPL12,MRPL2
MRPL12,MRPL34
MRPL12,MRPS14
MRPL12,MTIF3
MRPL13,MRPL2
MRPL13,MRPL34
MRPL13,MRPS14
MRPL13,MRPS33
MRPL13,MTIF3
MRPL14,MRPL2
MRPL14,MRPL34
MRPL14,MRPS14
MRPL14,MTIF3
MRPL15,MRPL2
MRPL15,MRPL34
MRPL15,MRPS14
MRPL15,MRPS33
MRPL15,MTIF3
MRPL16,MRPL2
MRPL16,MRPL34
MRPL16,MRPS14
MRPL16,MRPS33
MRPL16,MTIF3
MRPL17,MRPL2
MRPL17,MRPL34
MRPL17,MRPS14
MRPL17,MRPS33
MRPL17,MTIF3
MRPL18,MRPL2
MRPL18,MRPL34
MRPL18,MRPS14
MRPL18,MRPS33
MRPL18,MTIF3
MRPL19,MRPL2
MRPL19,MRPL34
MRPL19,MRPS14
MRPL19,MRPS33
MRPL19,MTIF3
MRPL2,MRPL20
MRPL2,MRPL21
MRPL2,MRPL22
MRPL2,MRPL23
MRPL2,MRPL24
MRPL2,MRPL27
MRPL2,MRPL28
MRPL2,MRPL3
MRPL2,MRPL30
MRPL2,MRPL32
MRPL2,MRPL33
MRPL2,MRPL34
MRPL2,MRPL35
MRPL2,MRPL36
MRPL2,MRPL37
MRPL2,MRPL38
MRPL2,MRPL39
MRPL2,MRPL4
MRPL2,MRPL40
MRPL2,MRPL41
MRPL2,MRPL42
MRPL2,MRPL43
MRPL2,MRPL44
MRPL2,MRPL45
MRPL2,MRPL46
MRPL2,MRPL47
MRPL2,MRPL48
MRPL2,MRPL49
MRPL2,MRPL50
MRPL2,MRPL51
MRPL2,MRPL52
MRPL2,MRPL53
MRPL2,MRPL54
MRPL2,MRPL55
MRPL2,MRPL57
MRPL2,MRPL58
MRPL2,MRPL9
MRPL2,MRPS10
MRPL2,MRPS11
MRPL2,MRPS12
MRPL2,MRPS14
MRPL2,MRPS15
MRPL2,MRPS16
MRPL2,MRPS17
MRPL2,MRPS18A
MRPL2,MRPS18B
MRPL2,MRPS18C
MRPL2,MRPS2
MRPL2,MRPS21
MRPL2,MRPS22
MRPL2,MRPS23
MRPL2,MRPS24
MRPL2,MRPS25
MRPL2,MRPS26
MRPL2,MRPS27
MRPL2,MRPS28
MRPL2,MRPS30
MRPL2,MRPS31
MRPL2,MRPS33
MRPL2,MRPS34
MRPL2,MRPS35
MRPL2,MRPS36
MRPL2,MRPS5
MRPL2,MRPS6
MRPL2,MRPS7
MRPL2,MRPS9
MRPL2,MRRF
MRPL2,MTIF2
MRPL2,MTIF3
MRPL2,MTRF1L
MRPL2,OXA1L
MRPL2,PTCD3
MRPL2,RPL15
MRPL2,TUFM
MRPL20,MRPL34
MRPL20,MRPS14
MRPL20,MRPS33
MRPL20,MTIF3
MRPL21,MRPL34
MRPL21,MRPS14
MRPL21,MTIF3
MRPL22,MRPL34
MRPL22,MRPS14
MRPL22,MTIF3
MRPL23,MRPL34
MRPL23,MRPS14
MRPL23,MRPS33
MRPL23,MTIF3
MRPL24,MRPL34
MRPL24,MRPS14
MRPL24,MRPS33
MRPL24,MTIF3
MRPL27,MRPL34
MRPL27,MRPS14
MRPL27,MRPS33
MRPL27,MTIF3
MRPL28,MRPL34
MRPL28,MRPS14
MRPL28,MTIF3
MRPL3,MRPL34
MRPL3,MRPS14
MRPL3,MRPS33
MRPL3,MTIF3
MRPL30,MRPL34
MRPL30,MRPS14
MRPL30,MTIF3
MRPL32,MRPL34
MRPL32,MRPS14
MRPL32,MTIF3
MRPL33,MRPL34
MRPL33,MRPS14
MRPL33,MTIF3
MRPL34,MRPL35
MRPL34,MRPL36
MRPL34,MRPL37
MRPL34,MRPL38
MRPL34,MRPL39
MRPL34,MRPL4
MRPL34,MRPL40
MRPL34,MRPL41
MRPL34,MRPL42
MRPL34,MRPL43
MRPL34,MRPL44
MRPL34,MRPL45
MRPL34,MRPL46
MRPL34,MRPL47
MRPL34,MRPL48
MRPL34,MRPL49
MRPL34,MRPL50
MRPL34,MRPL51
MRPL34,MRPL52
MRPL34,MRPL53
MRPL34,MRPL54
MRPL34,MRPL55
MRPL34,MRPL57
MRPL34,MRPL58
MRPL34,MRPL9
MRPL34,MRPS10
MRPL34,MRPS11
MRPL34,MRPS12
MRPL34,MRPS14
MRPL34,MRPS15
MRPL34,MRPS16
MRPL34,MRPS17
MRPL34,MRPS18A
MRPL34,MRPS18B
MRPL34,MRPS18C
MRPL34,MRPS2
MRPL34,MRPS21
MRPL34,MRPS22
MRPL34,MRPS23
MRPL34,MRPS24
MRPL34,MRPS25
MRPL34,MRPS26
MRPL34,MRPS27
MRPL34,MRPS28
MRPL34,MRPS30
MRPL34,MRPS31
MRPL34,MRPS33
MRPL34,MRPS34
MRPL34,MRPS35
MRPL34,MRPS36
MRPL34,MRPS5
MRPL34,MRPS6
MRPL34,MRPS7
MRPL34,MRPS9
MRPL34,MRRF
MRPL34,MTIF2
MRPL34,MTIF3
MRPL34,MTRF1L
MRPL34,OXA1L
MRPL34,PTCD3
MRPL34,RPL13
MRPL34,RPL38
MRPL34,RPL6
MRPL34,RPS8
MRPL34,TUFM
MRPL35,MRPS14
MRPL35,MTIF3
MRPL36,MRPS14
MRPL36,MTIF3
MRPL37,MRPS14
MRPL37,MTIF3
MRPL38,MRPS14
MRPL38,MTIF3
MRPL39,MRPS14
MRPL39,MRPS33
MRPL39,MTIF3
MRPL4,MRPS14
MRPL4,MTIF3
MRPL40,MRPS14
MRPL40,MTIF3
MRPL41,MRPS14
MRPL41,MTIF3
MRPL42,MRPS14
MRPL42,MTIF3
MRPL43,MRPS14
MRPL43,MRPS33
MRPL43,MTIF3
MRPL44,MRPS14
MRPL44,MTIF3
MRPL45,MRPS14
MRPL45,MRPS33
MRPL45,MTIF3
MRPL46,MRPS14
MRPL46,MRPS33
MRPL46,MTIF3
MRPL47,MRPS14
MRPL47,MRPS33
MRPL47,MTIF3
MRPL48,MRPS14
MRPL48,MRPS33
MRPL48,MTIF3
MRPL49,MRPS14
MRPL49,MRPS33
MRPL49,MTIF3
MRPL50,MRPS14
MRPL50,MRPS33
MRPL50,MTIF3
MRPL51,MRPS14
MRPL51,MTIF3
MRPL52,MRPS14
MRPL52,MTIF3
MRPL53,MRPS14
MRPL53,MTIF3
MRPL54,MRPS14
MRPL54,MTIF3
MRPL55,MRPS14
MRPL55,MRPS33
MRPL55,MTIF3
MRPL57,MRPS14
MRPL57,MRPS33
MRPL57,MTIF3
MRPL58,MRPS14
MRPL58,MTIF3
MRPL9,MRPS14
MRPL9,MTIF3
MRPS10,MRPS14
MRPS10,MRPS33
MRPS10,MTIF3
MRPS11,MRPS14
MRPS11,MTIF3
MRPS12,MRPS14
MRPS12,MTIF3
MRPS14,MRPS15
MRPS14,MRPS16
MRPS14,MRPS17
MRPS14,MRPS18A
MRPS14,MRPS18B
MRPS14,MRPS18C
MRPS14,MRPS2
MRPS14,MRPS21
MRPS14,MRPS22
MRPS14,MRPS23
MRPS14,MRPS24
MRPS14,MRPS25
MRPS14,MRPS26
MRPS14,MRPS27
MRPS14,MRPS28
MRPS14,MRPS30
MRPS14,MRPS31
MRPS14,MRPS33
MRPS14,MRPS34
MRPS14,MRPS35
MRPS14,MRPS36
MRPS14,MRPS5
MRPS14,MRPS6
MRPS14,MRPS7
MRPS14,MRPS9
MRPS14,MRRF
MRPS14,MTIF2
MRPS14,MTIF3
MRPS14,MTRF1L
MRPS14,OXA1L
MRPS14,PTCD3
MRPS14,RPL23
MRPS14,RPL6
MRPS14,RPS15A
MRPS14,RPS2
MRPS14,RPS8
MRPS14,TUFM
MRPS15,MRPS33
MRPS15,MTIF3
MRPS16,MRPS33
MRPS16,MTIF3
MRPS17,MTIF3
MRPS18A,MTIF3
MRPS18B,MRPS33
MRPS18B,MTIF3
MRPS18C,MTIF3
MRPS2,MRPS33
MRPS2,MTIF3
MRPS21,MTIF3
MRPS22,MTIF3
MRPS23,MRPS33
MRPS23,MTIF3
MRPS24,MRPS33
MRPS24,MTIF3
MRPS25,MRPS33
MRPS25,MTIF3
MRPS26,MTIF3
MRPS27,MRPS33
MRPS27,MTIF3
MRPS28,MRPS33
MRPS28,MTIF3
MRPS30,MTIF3
MRPS31,MRPS33
MRPS31,MTIF3
MRPS33,MRPS34
MRPS33,MRPS35
MRPS33,MRPS5
MRPS33,MRPS6
MRPS33,MRPS7
MRPS33,MRPS9
MRPS33,MTIF2
MRPS33,MTIF3
MRPS33,PTCD3
MRPS33,RPL18
MRPS33,RPL6
MRPS34,MTIF3
MRPS35,MTIF3
MRPS36,MTIF3
MRPS5,MTIF3
MRPS6,MTIF3
MRPS7,MTIF3
MRPS9,MTIF3
MS4A1,POU2F2
MS4A2,POU2F2
MSH6,SP3
MSL1,MSL2
MSL1,MSL3
MSL1,MSL3P1
MSL3,PPP2CA
MSX1,POU2F2
MT-ND1,NDUFAF7
MT-ND1,PRKACB
MT-ND2,NDUFAF7
MT-ND2,PRKACB
MT-ND3,NDUFAF7
MT-ND3,PRKACB
MT-ND4,NDUFAF7
MT-ND4,PRKACB
MT-ND4L,PRKACB
MT-ND5,NDUFAF7
MT-ND5,PRKACB
MT-ND6,NDUFAF7
MT-ND6,PRKACB
MTA3,TGFB1
MTCH1,POU2F1
MTERF4,NSUN4
MTHFD2,PTEN
MTIF2,MTIF3
MTIF3,OXA1L
MTIF3,PTCD3
MTOR,RPTOR
MTREX,NCBP2
MUC2,SP3
MUC5AC,SP3
MVB12A,VPS37A
MVB12B,VPS37A
MYBBP1A,NACC1
MYC,NACC1
MYC,NFIC
MYC,NFIX
MYC,POU2F2
MYC,PPP2CA
MYC,RPS6KA5
MYC,SP3
MYC,SUPT7L
MYCN,SP3
MYD88,SRC
MYH11,MYL10
MYH11,MYL12A
MYH11,MYL12B
MYH11,MYL2
MYH11,MYL5
MYH11,MYL6
MYH11,MYL6B
MYH11,MYL7
MYH11,MYL9
MYH11,MYLK
MYH11,MYLPF
MYH11,PAK1
MYH11,PAK2
MYH11,POTEKP
MYH11,PPP1CB
MYH11,PPP1R12A
MYH11,PPP1R12B
MYH11,PXN
MYH11,RAC1
MYH11,RHOA
MYH11,RHOB
MYH11,RHOC
MYH11,ROCK1
MYH11,ROCK2
MYH11,SORBS1
MYH11,SORBS3
MYH11,TLN1
MYH11,TPM1
MYH11,TPM2
MYH11,TPM3
MYH11,TPM4
MYH11,VCL
MYL10,PXN
MYL12A,PXN
MYL12B,PXN
MYL5,PXN
MYL6,PXN
MYL6B,PXN
MYL7,PXN
MYL9,PXN
MYLK,PRKACB
MYLK2,PRKACB
MYLK3,PRKACB
MYLK4,PRKACB
MYLPF,PXN
MYO5A,RAB27B
MYRIP,RAB27B
MZB1,PPP2CA
MZT1,MZT2B
MZT1,ODF2
MZT2A,MZT2B
MZT2A,ODF2
MZT2B,NDE1
MZT2B,NEDD1
MZT2B,NEK2
MZT2B,NINL
MZT2B,NME7
MZT2B,NUMA1
MZT2B,ODF2
MZT2B,OFD1
MZT2B,PAFAH1B1
MZT2B,PCM1
MZT2B,PCNT
MZT2B,PLK1
MZT2B,PLK4
MZT2B,PPP2R1A
MZT2B,PRKACA
MZT2B,PRKAR2B
MZT2B,SDCCAG8
MZT2B,SFI1
MZT2B,SSNA1
MZT2B,TUBA1A
MZT2B,TUBA4A
MZT2B,TUBB
MZT2B,TUBB4A
MZT2B,TUBB4B
MZT2B,TUBG1
MZT2B,TUBG2
MZT2B,TUBGCP2
MZT2B,TUBGCP3
MZT2B,TUBGCP4
MZT2B,TUBGCP5
MZT2B,TUBGCP6
MZT2B,YWHAE
MZT2B,YWHAG
N4BP2L2,SP3
NABP1,NCBP2
NABP1,POU2F2
NABP1,ZNF143
NABP2,NCBP2
NABP2,POU2F2
NABP2,ZNF143
NACA,PRKACB
NACC1,NANOGP8
NACC1,PML
NACC1,SALL1
NACC1,ZBTB14
NANOG,SUPT6H
NANOG,VPS72
NARS1,PTEN
NCBP1,NCBP2
NCBP1,NUP205
NCBP1,POU2F2
NCBP1,PPP2CA
NCBP1,SLU7
NCBP1,SMG1
NCBP1,TAF5
NCBP1,ZNF143
NCBP2,NDC1
NCBP2,NELFA
NCBP2,NELFB
NCBP2,NELFCD
NCBP2,NELFE
NCBP2,NUDT21
NCBP2,NUP107
NCBP2,NUP133
NCBP2,NUP153
NCBP2,NUP155
NCBP2,NUP160
NCBP2,NUP188
NCBP2,NUP205
NCBP2,NUP210
NCBP2,NUP214
NCBP2,NUP35
NCBP2,NUP37
NCBP2,NUP42
NCBP2,NUP43
NCBP2,NUP50
NCBP2,NUP54
NCBP2,NUP58
NCBP2,NUP62
NCBP2,NUP85
NCBP2,NUP88
NCBP2,NUP93
NCBP2,NUP98
NCBP2,NXF1
NCBP2,NXF2
NCBP2,NXT1
NCBP2,PABPC1
NCBP2,PABPN1
NCBP2,PAPOLA
NCBP2,PCBP1
NCBP2,PCBP2
NCBP2,PCF11
NCBP2,PDCD7
NCBP2,PHAX
NCBP2,PHF5A
NCBP2,PLRG1
NCBP2,PNRC2
NCBP2,POLDIP3
NCBP2,POLR2A
NCBP2,POLR2B
NCBP2,POLR2C
NCBP2,POLR2D
NCBP2,POLR2E
NCBP2,POLR2F
NCBP2,POLR2G
NCBP2,POLR2H
NCBP2,POLR2I
NCBP2,POLR2J
NCBP2,POLR2K
NCBP2,POLR2L
NCBP2,POM121
NCBP2,POM121C
NCBP2,POU2F1
NCBP2,POU2F2
NCBP2,PPIE
NCBP2,PPIH
NCBP2,PPIL1
NCBP2,PPP2CA
NCBP2,PPP2R1A
NCBP2,PPP2R2A
NCBP2,PPWD1
NCBP2,PQBP1
NCBP2,PRCC
NCBP2,PRPF19
NCBP2,PRPF3
NCBP2,PRPF31
NCBP2,PRPF38A
NCBP2,PRPF4
NCBP2,PRPF40A
NCBP2,PRPF6
NCBP2,PRPF8
NCBP2,PTBP1
NCBP2,PUF60
NCBP2,RAE1
NCBP2,RAN
NCBP2,RANBP2
NCBP2,RBFOX2
NCBP2,RBM17
NCBP2,RBM19
NCBP2,RBM22
NCBP2,RBM39
NCBP2,RBM5
NCBP2,RBM8A
NCBP2,RBMX
NCBP2,RNPC3
NCBP2,RNPS1
NCBP2,RPAP2
NCBP2,RPL10
NCBP2,RPL10A
NCBP2,RPL11
NCBP2,RPL12
NCBP2,RPL13
NCBP2,RPL13A
NCBP2,RPL14
NCBP2,RPL15
NCBP2,RPL17
NCBP2,RPL18
NCBP2,RPL18A
NCBP2,RPL19
NCBP2,RPL21
NCBP2,RPL22
NCBP2,RPL23
NCBP2,RPL23A
NCBP2,RPL24
NCBP2,RPL26
NCBP2,RPL27
NCBP2,RPL27A
NCBP2,RPL28
NCBP2,RPL29
NCBP2,RPL3
NCBP2,RPL30
NCBP2,RPL31
NCBP2,RPL32
NCBP2,RPL34
NCBP2,RPL35
NCBP2,RPL35A
NCBP2,RPL36
NCBP2,RPL36A
NCBP2,RPL37
NCBP2,RPL37A
NCBP2,RPL38
NCBP2,RPL39
NCBP2,RPL4
NCBP2,RPL41
NCBP2,RPL5
NCBP2,RPL6
NCBP2,RPL7
NCBP2,RPL7A
NCBP2,RPL8
NCBP2,RPL9
NCBP2,RPLP0
NCBP2,RPLP1
NCBP2,RPLP2
NCBP2,RPRD1A
NCBP2,RPRD1B
NCBP2,RPRD2
NCBP2,RPS10
NCBP2,RPS11
NCBP2,RPS12
NCBP2,RPS13
NCBP2,RPS14
NCBP2,RPS15
NCBP2,RPS15A
NCBP2,RPS16
NCBP2,RPS17
NCBP2,RPS18
NCBP2,RPS19
NCBP2,RPS2
NCBP2,RPS20
NCBP2,RPS21
NCBP2,RPS23
NCBP2,RPS24
NCBP2,RPS25
NCBP2,RPS26
NCBP2,RPS27
NCBP2,RPS27A
NCBP2,RPS28
NCBP2,RPS29
NCBP2,RPS3
NCBP2,RPS3A
NCBP2,RPS4X
NCBP2,RPS4Y1
NCBP2,RPS5
NCBP2,RPS6
NCBP2,RPS7
NCBP2,RPS8
NCBP2,RPS9
NCBP2,RPSA
NCBP2,SARNP
NCBP2,SART1
NCBP2,SEC13
NCBP2,SEH1L
NCBP2,SF1
NCBP2,SF3A1
NCBP2,SF3A2
NCBP2,SF3A3
NCBP2,SF3B1
NCBP2,SF3B2
NCBP2,SF3B3
NCBP2,SF3B4
NCBP2,SF3B5
NCBP2,SF3B6
NCBP2,SFPQ
NCBP2,SLBP
NCBP2,SLU7
NCBP2,SMG1
NCBP2,SMG5
NCBP2,SMG6
NCBP2,SMG7
NCBP2,SMG8
NCBP2,SMG9
NCBP2,SMNDC1
NCBP2,SNAPC1
NCBP2,SNAPC2
NCBP2,SNAPC3
NCBP2,SNAPC4
NCBP2,SNAPC5
NCBP2,SNRNP200
NCBP2,SNRNP25
NCBP2,SNRNP27
NCBP2,SNRNP35
NCBP2,SNRNP40
NCBP2,SNRNP48
NCBP2,SNRNP70
NCBP2,SNRPA
NCBP2,SNRPA1
NCBP2,SNRPB
NCBP2,SNRPB2
NCBP2,SNRPC
NCBP2,SNRPD1
NCBP2,SNRPD2
NCBP2,SNRPD3
NCBP2,SNRPE
NCBP2,SNRPF
NCBP2,SNRPG
NCBP2,SNRPN
NCBP2,SNU13
NCBP2,SNW1
NCBP2,SP1
NCBP2,SRPK1
NCBP2,SRRM1
NCBP2,SRRM2
NCBP2,SRRT
NCBP2,SRSF1
NCBP2,SRSF10
NCBP2,SRSF11
NCBP2,SRSF2
NCBP2,SRSF3
NCBP2,SRSF4
NCBP2,SRSF5
NCBP2,SRSF6
NCBP2,SRSF7
NCBP2,SRSF9
NCBP2,SSB
NCBP2,SSU72
NCBP2,SUGP1
NCBP2,SUPT4H1
NCBP2,SUPT5H
NCBP2,SYF2
NCBP2,SYMPK
NCBP2,TAF11
NCBP2,TAF13
NCBP2,TAF5
NCBP2,TAF6
NCBP2,TAF8
NCBP2,TAF9
NCBP2,TBP
NCBP2,THOC1
NCBP2,THOC2
NCBP2,THOC3
NCBP2,THOC5
NCBP2,THOC6
NCBP2,THOC7
NCBP2,TIA1
NCBP2,TIAL1
NCBP2,TPR
NCBP2,TRA2A
NCBP2,TRA2B
NCBP2,TXNL4A
NCBP2,U2AF1L4
NCBP2,U2AF1L5
NCBP2,U2AF2
NCBP2,U2SURP
NCBP2,UBA52
NCBP2,UPF1
NCBP2,UPF2
NCBP2,UPF3A
NCBP2,UPF3B
NCBP2,USP39
NCBP2,WBP11
NCBP2,WBP4
NCBP2,WDR33
NCBP2,WTAP
NCBP2,XAB2
NCBP2,YBX1
NCBP2,ZC3H11A
NCBP2,ZC3H8
NCBP2,ZCRB1
NCBP2,ZMAT5
NCBP2,ZNF143
NCBP2,ZNF473
NCBP2,ZRSR2
NCF1,TGFB1
NCK1,PXN
NCK1,SRC
NCK2,PXN
NCL,POU2F2
NCOA1,SLC30A9
NCOA1,TGFB1
NCOA2,SLC30A9
NCOA2,TGFB1
NCOA3,POU2F2
NCOA3,PRKACB
NCOA3,PTEN
NCOA3,SLC30A9
NCOA3,TGFB1
NDC1,NUP205
NDC1,SLU7
NDE1,ODF2
NDFIP1,PTEN
NDUFA1,NDUFAF7
NDUFA1,PRKACB
NDUFA10,NDUFAF7
NDUFA10,PRKACB
NDUFA11,NDUFAF7
NDUFA11,PRKACB
NDUFA12,NDUFAF7
NDUFA12,PRKACB
NDUFA13,NDUFAF7
NDUFA13,PRKACB
NDUFA2,NDUFAF7
NDUFA2,PRKACB
NDUFA3,NDUFAF7
NDUFA3,PRKACB
NDUFA4,PRKACB
NDUFA4L2,PRKACB
NDUFA5,NDUFAF7
NDUFA5,PRKACB
NDUFA6,NDUFAF7
NDUFA6,PRKACB
NDUFA7,NDUFAF7
NDUFA7,PRKACB
NDUFA8,NDUFAF7
NDUFA8,PRKACB
NDUFA9,NDUFAF7
NDUFA9,PRKACB
NDUFAB1,NDUFAF7
NDUFAB1,PRKACB
NDUFAF1,NDUFAF7
NDUFAF2,NDUFAF7
NDUFAF3,NDUFAF7
NDUFAF4,NDUFAF7
NDUFAF5,NDUFAF7
NDUFAF6,NDUFAF7
NDUFAF7,NDUFB1
NDUFAF7,NDUFB10
NDUFAF7,NDUFB11
NDUFAF7,NDUFB2
NDUFAF7,NDUFB3
NDUFAF7,NDUFB4
NDUFAF7,NDUFB5
NDUFAF7,NDUFB6
NDUFAF7,NDUFB7
NDUFAF7,NDUFB8
NDUFAF7,NDUFB9
NDUFAF7,NDUFC1
NDUFAF7,NDUFC2
NDUFAF7,NDUFS1
NDUFAF7,NDUFS2
NDUFAF7,NDUFS3
NDUFAF7,NDUFS4
NDUFAF7,NDUFS5
NDUFAF7,NDUFS6
NDUFAF7,NDUFS7
NDUFAF7,NDUFS8
NDUFAF7,NDUFV1
NDUFAF7,NDUFV2
NDUFAF7,NDUFV3
NDUFAF7,TIMMDC1
NDUFAF7,TMEM126B
NDUFB1,PRKACB
NDUFB10,PRKACB
NDUFB11,PRKACB
NDUFB2,PRKACB
NDUFB3,PRKACB
NDUFB4,PRKACB
NDUFB5,PRKACB
NDUFB6,PRKACB
NDUFB7,PRKACB
NDUFB8,PRKACB
NDUFB9,PRKACB
NDUFC1,PRKACB
NDUFC2,PRKACB
NDUFC2-KCTD14,PRKACB
NDUFS1,PRKACB
NDUFS2,PRKACB
NDUFS3,PRKACB
NDUFS4,PRKACB
NDUFS5,PRKACB
NDUFS6,PRKACB
NDUFS7,PRKACB
NDUFS8,PRKACB
NDUFV1,PRKACB
NDUFV2,PRKACB
NDUFV3,PRKACB
NECAP1,TF
NEDD1,ODF2
NEDD4,PTEN
NEDD4L,TGFB1
NEDD4L,VPS37A
NEDD9,PPP2R5E
NEDD9,PXN
NEFM,NFIC
NEK2,ODF2
NEK6,NUP205
