V1,V2
POU2F2,ZMIZ2
POU2F2,ZNF143
POU2F2,ZNF750
POU5F1,SP3
POU6F2,VEZF1
PPARA,PRKACB
PPARA,TGFB1
PPARG,TGFB1
PPARGC1A,TGFB1
PPAT,PPP2CA
PPAT,PRPS1
PPFIA1,PPP2R5E
PPFIA3,PPP2CA
PPIA,VPS37A
PPIE,SLU7
PPIG,SLU7
PPIL1,SLU7
PPIL2,TAF1
PPIL3,SLU7
PPM1B,UBE2L6
PPP1CA,PPP2R5E
PPP1CA,PTEN
PPP1CA,TGFB1
PPP1CB,TGFB1
PPP1CC,TGFB1
PPP1R12A,SP3
PPP1R15A,TGFB1
PPP1R17,PPP2CA
PPP1R1A,PPP2CA
PPP1R1A,PPP2R5E
PPP1R1A,PRKACB
PPP1R1B,PRKACB
PPP2CA,PPP2CB
PPP2CA,PPP2R1A
PPP2CA,PPP2R1B
PPP2CA,PPP2R2A
PPP2CA,PPP2R2B
PPP2CA,PPP2R2C
PPP2CA,PPP2R3A
PPP2CA,PPP2R3B
PPP2CA,PPP2R5A
PPP2CA,PPP2R5B
PPP2CA,PPP2R5C
PPP2CA,PPP2R5D
PPP2CA,PPP2R5E
PPP2CA,PPP3CB
PPP2CA,PPP4C
PPP2CA,PPP4R1
PPP2CA,PPP4R1L
PPP2CA,PPP5C
PPP2CA,PPP6C
PPP2CA,PRKAR1A
PPP2CA,PRKCA
PPP2CA,PRKCB
PPP2CA,PRKCD
PPP2CA,PRKCG
PPP2CA,PRKCI
PPP2CA,PRKCZ
PPP2CA,PSMC6
PPP2CA,PTBP1
PPP2CA,PTBP3
PPP2CA,PTPA
PPP2CA,PTPN11
PPP2CA,RAF1
PPP2CA,RB1
PPP2CA,RBM20
PPP2CA,RBM8A
PPP2CA,REC8
PPP2CA,RELA
PPP2CA,RHOA
PPP2CA,RHOB
PPP2CA,RNPS1
PPP2CA,RP9
PPP2CA,RPA1
PPP2CA,RPL10
PPP2CA,RPL10A
PPP2CA,RPL11
PPP2CA,RPL12
PPP2CA,RPL13
PPP2CA,RPL13A
PPP2CA,RPL14
PPP2CA,RPL15
PPP2CA,RPL17
PPP2CA,RPL18
PPP2CA,RPL18A
PPP2CA,RPL19
PPP2CA,RPL21
PPP2CA,RPL22
PPP2CA,RPL23
PPP2CA,RPL23A
PPP2CA,RPL24
PPP2CA,RPL26
PPP2CA,RPL27
PPP2CA,RPL27A
PPP2CA,RPL28
PPP2CA,RPL29
PPP2CA,RPL3
PPP2CA,RPL30
PPP2CA,RPL31
PPP2CA,RPL32
PPP2CA,RPL34
PPP2CA,RPL35
PPP2CA,RPL35A
PPP2CA,RPL36
PPP2CA,RPL36A
PPP2CA,RPL37
PPP2CA,RPL37A
PPP2CA,RPL38
PPP2CA,RPL39
PPP2CA,RPL4
PPP2CA,RPL41
PPP2CA,RPL5
PPP2CA,RPL6
PPP2CA,RPL7
PPP2CA,RPL7A
PPP2CA,RPL8
PPP2CA,RPL9
PPP2CA,RPLP0
PPP2CA,RPLP1
PPP2CA,RPLP2
PPP2CA,RPS10
PPP2CA,RPS11
PPP2CA,RPS12
PPP2CA,RPS13
PPP2CA,RPS14
PPP2CA,RPS15
PPP2CA,RPS15A
PPP2CA,RPS16
PPP2CA,RPS17
PPP2CA,RPS18
PPP2CA,RPS19
PPP2CA,RPS2
PPP2CA,RPS20
PPP2CA,RPS21
PPP2CA,RPS23
PPP2CA,RPS24
PPP2CA,RPS25
PPP2CA,RPS26
PPP2CA,RPS27
PPP2CA,RPS27A
PPP2CA,RPS28
PPP2CA,RPS29
PPP2CA,RPS3
PPP2CA,RPS3A
PPP2CA,RPS4X
PPP2CA,RPS4Y1
PPP2CA,RPS5
PPP2CA,RPS6
PPP2CA,RPS6KB1
PPP2CA,RPS6KB2
PPP2CA,RPS7
PPP2CA,RPS8
PPP2CA,RPS9
PPP2CA,RPSA
PPP2CA,RYR2
PPP2CA,SAG
PPP2CA,SFN
PPP2CA,SGO1
PPP2CA,SIAH1
PPP2CA,SIAH2
PPP2CA,SMG1
PPP2CA,SMG5
PPP2CA,SMG6
PPP2CA,SMG7
PPP2CA,SMG8
PPP2CA,SMG9
PPP2CA,SOD1
PPP2CA,SPRY2
PPP2CA,SRC
PPP2CA,STAG2
PPP2CA,STAT1
PPP2CA,STAT2
PPP2CA,STK3
PPP2CA,STRN
PPP2CA,TBL1X
PPP2CA,TBL1XR1
PPP2CA,TBL1Y
PPP2CA,TCP1
PPP2CA,TGFBR1
PPP2CA,TGFBR2
PPP2CA,TGFBRAP1
PPP2CA,TIPRL
PPP2CA,TNNI3
PPP2CA,TP53
PPP2CA,TSC2
PPP2CA,UBA52
PPP2CA,UBE2A
PPP2CA,UBE2D2
PPP2CA,ULK1
PPP2CA,ULK2
PPP2CA,UNC5A
PPP2CA,UNC5B
PPP2CA,UNC5C
PPP2CA,UNC5D
PPP2CA,UPF1
PPP2CA,UPF2
PPP2CA,UPF3A
PPP2CA,UPF3B
PPP2CA,VCP
PPP2CA,WWTR1
PPP2CA,YAP1
PPP2CA,YWHAB
PPP2CA,YWHAE
PPP2CA,YWHAG
PPP2CA,YWHAH
PPP2CA,YWHAQ
PPP2CA,YWHAZ
PPP2CA,ZNF114
PPP2CA,ZNF160
PPP2CA,ZNF331
PPP2CA,ZNF517
PPP2CA,ZNF550
PPP2CA,ZNF611
PPP2CA,ZNF764
PPP2CA,ZNF785
PPP2CB,PPP2R5E
PPP2CB,SMG1
PPP2R1A,PPP2R5E
PPP2R1A,SMG1
PPP2R1A,SRC
PPP2R1B,PPP2R5E
PPP2R1B,SMG1
PPP2R2A,SMG1
PPP2R2A,TGFBRAP1
PPP2R2B,SMG1
PPP2R2C,SMG1
PPP2R2D,SMG1
PPP2R3A,SMG1
PPP2R3B,SMG1
PPP2R3C,SMG1
PPP2R5A,PPP2R5E
PPP2R5A,SMG1
PPP2R5B,PPP2R5E
PPP2R5B,SMG1
PPP2R5C,PPP2R5E
PPP2R5C,SMG1
PPP2R5D,PPP2R5E
PPP2R5D,SMG1
PPP2R5E,PPP4R1
PPP2R5E,PPP4R1L
PPP2R5E,RAF1
PPP2R5E,REC8
PPP2R5E,RYR2
PPP2R5E,SAG
PPP2R5E,SGO1
PPP2R5E,SIAH1
PPP2R5E,SIAH2
PPP2R5E,SMG1
PPP2R5E,SMG5
PPP2R5E,SMG6
PPP2R5E,STK3
PPP2R5E,TBL1X
PPP2R5E,TBL1XR1
PPP2R5E,TBL1Y
PPP2R5E,TNNI3
PPP2R5E,YWHAB
PPP2R5E,YWHAE
PPP2R5E,YWHAG
PPP2R5E,YWHAH
PPP2R5E,YWHAQ
PPP2R5E,YWHAZ
PPP4C,PRKACB
PPP4R3A,PRKACB
PPP4R3B,PRKACB
PPWD1,SLU7
PQBP1,SLU7
PRCC,SLU7
PREX1,PTEN
PREX2,PTEN
PRKAA1,PRKACB
PRKAA1,RPTOR
PRKAA2,PRKACB
PRKAB1,PRKACB
PRKAB1,RPTOR
PRKAB2,PRKACB
PRKACA,PRKACB
PRKACA,PXN
PRKACA,RPS6KA5
PRKACA,TGFB1
PRKACB,PRKAG1
PRKACB,PRKAG2
PRKACB,PRKAG3
PRKACB,PRKAR1A
PRKACB,PRKAR1B
PRKACB,PRKAR2A
PRKACB,PRKAR2B
PRKACB,PRKCA
PRKACB,PRKCB
PRKACB,PRKCG
PRKACB,PSEN1
PRKACB,PTK2
PRKACB,PXN
PRKACB,RAB13
PRKACB,RAF1
PRKACB,RAP1A
PRKACB,RAP1B
PRKACB,RAP1GAP2
PRKACB,RAPGEF3
PRKACB,RAPGEF4
PRKACB,RASD1
PRKACB,RASGRF1
PRKACB,RASGRF2
PRKACB,RCAN1
PRKACB,RELA
PRKACB,RHOA
PRKACB,ROBO2
PRKACB,RPS6KA5
PRKACB,RPS6KB1
PRKACB,RPS6KB2
PRKACB,RUNX2
PRKACB,RYR2
PRKACB,SCN1A
PRKACB,SCN1B
PRKACB,SCN4B
PRKACB,SCN5A
PRKACB,SCN7A
PRKACB,SFN
PRKACB,SIK2
PRKACB,SLC12A2
PRKACB,SLC8A1
PRKACB,SLC8A2
PRKACB,SLC8A3
PRKACB,SLC9A1
PRKACB,SLC9A3R1
PRKACB,SMEK1
PRKACB,SMO
PRKACB,SOX9
PRKACB,SP1
PRKACB,STAR
PRKACB,SUFU
PRKACB,TNNI3
PRKACB,TP73
PRKACB,TRPM8
PRKACB,TRPV1
PRKACB,TRPV4
PRKACB,TRPV5
PRKACB,TTF1
PRKACB,TTF2
PRKACB,ULK1
PRKACB,ULK2
PRKACB,VAMP2
PRKACB,VASP
PRKACB,YWHAZ
PRKACG,RPS6KA5
PRKAG1,RPTOR
PRKAR1A,PXN
PRKAR1B,PXN
PRKCA,PXN
PRKCB,PXN
PRKCG,PXN
PRKCI,PTEN
PRKCI,SMG1
PRKCZ,PTEN
PRKCZ,TGFB1
PRKN,UBE2L6
PROC,SERPINA1
PRPF19,SLU7
PRPF3,SLU7
PRPF6,SLU7
PRPF8,SLU7
PRPS1,PRPS1L1
PRPS1,PRPS2
PRPS1,PRPSAP1
PRPS1,PRPSAP2
PRPS1,YWHAE
PRSS1,SERPINA1
PRSS2,SERPINA1
PRTN3,SERPINA1
PSG1,TGFB1
PSMA1,PTEN
PSMA2,PTEN
PSMA3,PTEN
PSMA4,PTEN
PSMA4,TGFBRAP1
PSMA5,PTEN
PSMA6,PTEN
PSMA7,PTEN
PSMA8,PTEN
PSMB1,PTEN
PSMB10,PTEN
PSMB11,PTEN
PSMB2,PTEN
PSMB3,PTEN
PSMB4,PTEN
PSMB5,PTEN
PSMB6,PTEN
PSMB7,PTEN
PSMB8,PTEN
PSMB9,PTEN
PSMC1,PTEN
PSMC2,PTEN
PSMC3,PTEN
PSMC4,PTEN
PSMC5,PTEN
PSMC6,PTEN
PSMD1,PTEN
PSMD10,PTEN
PSMD11,PTEN
PSMD12,PTEN
PSMD13,PTEN
PSMD14,PTEN
PSMD2,PTEN
PSMD3,PTEN
PSMD4,PTEN
PSMD5,PTEN
PSMD6,PTEN
PSMD7,PTEN
PSMD8,PTEN
PSMD9,PTEN
PSME1,PTEN
PSME2,PTEN
PSME3,PTEN
PSME4,PTEN
PSMF1,PTEN
PTBP1,SLU7
PTEN,PTK2
PTEN,PTPN14
PTEN,PXN
PTEN,RANBP1
PTEN,RB1CC1
PTEN,RCC2
PTEN,RHOA
PTEN,RNF146
PTEN,ROCK1
PTEN,ROCK2
PTEN,RPL23
PTEN,RPS15A
PTEN,RPS27A
PTEN,RPS3
PTEN,RPS3A
PTEN,RPS4X
PTEN,RPS6
PTEN,RPS7
PTEN,RPS9
PTEN,S100A8
PTEN,S100A9
PTEN,SACM1L
PTEN,SDC4
PTEN,SEM1
PTEN,SETX
PTEN,SHC1
PTEN,SLC25A5
PTEN,SLC9A3R1
PTEN,SLC9A3R2
PTEN,STK11
PTEN,STM7
PTEN,STUB1
PTEN,SYNJ1
PTEN,SYNJ2
PTEN,TAF1
PTEN,TAL1
PTEN,TCP1
PTEN,TNKS
PTEN,TNKS2
PTEN,TP53
PTEN,TP63
PTEN,TP73
PTEN,TPT1
PTEN,TRIM27
PTEN,UBA52
PTEN,UBB
PTEN,UBC
PTEN,UBE2I
PTEN,UBE3A
PTEN,USP13
PTEN,USP7
PTEN,VAV1
PTEN,WNT4
PTEN,WWP1
PTEN,WWP2
PTEN,XIAP
PTEN,YWHAG
PTEN,YWHAZ
PTEN,ZEB1
PTK2,PXN
PTK2B,PXN
PTK6,PXN
PTP4A2,RABGGTA
PTPN11,PXN
PTPN11,SRC
PTPN12,PXN
PTPRK,PXN
PTPRT,PXN
PUF60,SLU7
PUM2,SP3
PXN,RAC1
PXN,RAP1B
PXN,RET
PXN,RGS1
PXN,RHOA
PXN,RPS6KB1
PXN,SDC4
PXN,SHB
PXN,SORBS1
PXN,SORBS3
PXN,SRC
PXN,TGFA
PXN,TLN1
PXN,TNC
PXN,TPM1
PXN,TPM2
PXN,TPM3
PXN,TPM4
PXN,TRIP6
PXN,VCAM1
PXN,VCL
PXN,VEGFA
PXN,YES1
PXN,YWHAZ
PYGB,TGFBRAP1
PYGL,TGFBRAP1
RAB11A,RABGGTA
RAB11B,RABGGTA
RAB13,RABGGTA
RAB1A,RABGGTA
RAB1A,SERPINA1
RAB1A,STX3
RAB1B,RABGGTA
RAB1B,SPTB
RAB27A,RAB27B
RAB27B,RPH3A
RAB27B,RPH3AL
RAB27B,SYTL2
RAB27B,SYTL4
RAB27B,SYTL5
RAB27B,UNC13D
RAB2A,RABGGTA
RAB35,TBC1D10B
RAB35,TBC1D10C
RAB37,RIMS1
RAB38,RABGGTA
RAB3A,RABGGTA
RAB5A,RABGGTA
RAB5A,TF
RAB7A,TUBB3
RAB7B,TUBB3
RAB8A,RABGGTA
RABGGTA,RABGGTB
RAC2,SRC
RAD23A,XPC
RAD23B,XPC
RAD51D,XPC
RAE1,SLU7
RAE1,TAF5
RAI1,RPS6KA5
RALB,SRC
RANBP2,SLU7
RAP1A,SRC
RAP1B,SRC
RARA,RPS6KA5
RARA,TGFB1
RB1,SP3
RBBP4,SP3
RBM17,SLU7
RBM22,SLU7
RBM39,SP3
RBM5,SLU7
RBM8A,SLU7
RBM8A,SMG1
RBMX,SLU7
RBMXL1,SFPQ
RBX1,SAE1
RBX1,UBE2L6
RBX1,XPC
RELA,RPS6KA5
RELA,TGFB1
REPS1,TF
REST,SP3
REV1,UBE2L6
RFC1,UBE2L6
RFC1,XPC
RFC2,UBE2L6
RFC3,UBE2L6
RFC4,UBE2L6
RFC5,UBE2L6
RFX1,RFX2
RFX1,RFX3
RFX1,RFX4
RFX1,RFX5
RFX1,RFX6
RFX1,RFX7
RFX1,RFX8
RFX1,SP1
RFX1,SP2
RFX1,TADA3
RFX1,TAL1
RHOA,SRC
RHOA,TGFB1
RILP,TUBB3
RIN3,SRC
RIN3,TYMP
RNASE1,VPS37A
RNASE2,SPI1
RNF111,XPC
RNF125,UBE2L6
RNF14,UBE2L6
RNF144A,UBE2L6
RNF144B,UBE2L6
RNF150,UBE2L6
RNF19B,UBE2L6
RNF25,UBE2L6
RNF40,UBE2L6
RNMT,SP3
RNPS1,SLU7
RNPS1,SMG1
ROCK2,SRC
RPA1,UBE2L6
RPA2,UBE2L6
RPA3,UBE2L6
RPAP2,ZNF143
RPF1,RPL14
RPF1,RPL18A
RPF1,RPL7
RPF1,RPL7L1
RPF1,RPP30
RPF1,RRP1
RPF1,XPO1
RPL10,SMG1
RPL10A,SMG1
RPL11,SMG1
RPL12,SMG1
RPL13,SMG1
RPL13A,SMG1
RPL14,SMG1
RPL15,SMG1
RPL15,TGFBRAP1
RPL17,SMG1
RPL18,SMG1
RPL18A,SMG1
RPL19,SMG1
RPL21,SMG1
RPL22,SMG1
RPL23,SMG1
RPL23A,SMG1
RPL24,SMG1
RPL26,SMG1
RPL27,SMG1
RPL27A,SMG1
RPL28,SMG1
RPL29,SMG1
RPL3,SMG1
RPL30,SMG1
RPL31,SMG1
RPL32,SMG1
RPL34,SMG1
RPL35,SMG1
RPL35A,SMG1
RPL36,SMG1
RPL36A,SMG1
RPL37,SMG1
RPL37A,SMG1
RPL38,SMG1
RPL39,SMG1
RPL4,SMG1
RPL41,SMG1
RPL5,SMG1
RPL6,SMG1
RPL7,SMG1
RPL7A,SMG1
RPL8,SMG1
RPL9,SMG1
RPLP0,SMG1
RPLP1,SMG1
RPLP2,SMG1
RPRD1A,TAF5
RPRD1A,ZNF143
RPRD1B,TAF5
RPRD1B,ZNF143
RPRD2,TAF5
RPRD2,ZNF143
RPS10,SMG1
RPS11,SMG1
RPS12,SMG1
RPS13,SMG1
RPS14,SMG1
RPS15,SMG1
RPS15A,SMG1
RPS16,SMG1
RPS17,SMG1
RPS18,SMG1
RPS19,RPS19BP1
RPS19,SMG1
RPS2,SMG1
RPS20,SMG1
RPS21,SMG1
RPS23,SMG1
RPS24,SMG1
RPS25,SMG1
RPS26,SMG1
RPS27,SMG1
RPS27A,SMG1
RPS27A,TGFB1
RPS27A,UBE2L6
RPS27A,VPS37A
RPS27A,XPC
RPS28,SMG1
RPS29,SMG1
RPS3,SMG1
RPS3A,SMG1
RPS4X,SMG1
RPS4X,TGFBRAP1
RPS4Y1,SMG1
RPS4Y1,TGFBRAP1
RPS5,SMG1
RPS6,SMG1
RPS6KA5,SH3GL2
RPS6KA5,SMARCB1
RPS6KA5,YWHAB
RPS6KA5,YWHAE
RPS6KA5,YWHAQ
RPS6KA5,YWHAZ
RPS6KB1,RPTOR
RPS7,SMG1
RPS7,TGFBRAP1
RPS8,SMG1
RPS9,SMG1
RPSA,SMG1
RPTOR,RRAGC
RPTOR,SEH1L
RPTOR,TELO2
RPTOR,XPO1
RPTOR,YWHAB
RPTOR,YWHAE
RPTOR,YWHAG
RPTOR,YWHAH
RPTOR,YWHAZ
RRAS,SRC
RTF1,SUPT6H
RTN4,SRC
RUNX3,TGFB1
RUVBL1,VPS72
RUVBL1,XPC
RUVBL2,VPS72
RWDD3,SAE1
RXRA,TGFB1
SAE1,SKP1
SAE1,SUMO1
SAE1,SUMO2
SAE1,SUMO3
SAE1,UBA2
SAE1,UBE2D1
SAE1,UBE2I
SALL4,ZNF143
SAP130,SUPT7L
SAR1B,SERPINA1
SARNP,SLU7
SCFD1,SERPINA1
SCFD1,STX3
SCGB3A1,TGFB1
SCRT1,ZNF22
SCRT2,ZNF22
SDC1,TGFB1
SDC2,TGFB1
SDHA,SDHC
SDHB,SDHC
SDHC,SDHD
SDHC,TRAP1
SEC13,SERPINA1
SEC13,SLU7
SEC16A,SERPINA1
SEC16B,SERPINA1
SEC22B,SERPINA1
SEC22B,STX3
SEC23A,SERPINA1
SEC23B,TMED1
SEC23IP,SERPINA1
SEC24A,SERPINA1
SEC24A,STX3
SEC24B,SERPINA1
SEC24B,STX3
SEC24C,SERPINA1
SEC24D,SERPINA1
SEC24D,STX3
SEC31A,SERPINA1
SEH1L,SLU7
SEPTIN1,UBE2L6
SEPTIN2,UBE2L6
SEPTIN4,UBE2L6
SEPTIN5,UBE2L6
SERPINA1,SP1
SERPINA1,STAT3
SERPINA1,STX5
SERPINA1,TFG
SERPINA1,TRAPPC1
SERPINA1,TRAPPC10
SERPINA1,TRAPPC2B
SERPINA1,TRAPPC2L
SERPINA1,TRAPPC3
SERPINA1,TRAPPC4
SERPINA1,TRAPPC5
SERPINA1,TRAPPC6A
SERPINA1,TRAPPC6B
SERPINA1,TRAPPC9
SERPINA1,USO1
SERPINA1,VKORC1
SET,SUPT6H
SF3A1,SLU7
SF3A2,SLU7
SF3A3,SLU7
SF3B1,SLU7
SF3B1,SP3
SF3B2,SLU7
SF3B3,SLU7
SF3B3,TAF5
SF3B4,SLU7
SF3B5,SLU7
SF3B6,SLU7
SFPQ,SP3
SGA56M,SMG1
SGF29,SUPT7L
SGIP1,TF
SH3GL1,SRC
SH3GL2,TF
SHC1,SRC
SIAH1,UBE2L6
SIAH2,UBE2L6
SIN3A,ZNF143
SIPA1,TGFB1
SLC11A2,TF
SLC1A3,SP3
SLC30A9,SPDEF
SLC44A1,SP1
SLC9A3,SP3
SLTM,SP3
SLU7,SMNDC1
SLU7,SNRNP200
SLU7,SNRNP40
SLU7,SNRPA1
SLU7,SNRPB
SLU7,SNRPB2
SLU7,SNRPD1
SLU7,SNRPD2
SLU7,SNRPD3
SLU7,SNRPE
SLU7,SNRPF
SLU7,SNRPG
SLU7,SNRPN
SLU7,SNU13
SLU7,SNW1
SLU7,SRRM1
SLU7,SRRM2
SLU7,SRRT
SLU7,SRSF1
SLU7,SRSF11
SLU7,SRSF2
SLU7,SRSF3
SLU7,SRSF4
SLU7,SRSF5
SLU7,SRSF6
SLU7,SRSF7
SLU7,SRSF9
SLU7,SUGP1
SLU7,SYF2
SLU7,SYMPK
SLU7,THOC1
SLU7,THOC2
SLU7,THOC3
SLU7,THOC5
SLU7,THOC6
SLU7,THOC7
SLU7,TPR
SLU7,TRA2B
SLU7,TXNL4A
SLU7,U2AF1L4
SLU7,U2AF1L5
SLU7,U2AF2
SLU7,U2SURP
SLU7,UPF3B
SLU7,WBP11
SLU7,WDR33
SLU7,XAB2
SLU7,YBX1
SLU7,ZC3H11A
SMAD1,TGFB1
SMAD2,TGFB1
SMAD3,SP3
SMAD3,TF
SMAD3,TGFB1
SMAD4,SP3
SMAD4,TGFB1
SMAD5,TGFB1
SMAD6,TGFB1
SMAD7,TGFB1
SMAD9,TGFB1
SMARCE1,SRC
SMC3,SYNE1
SMG1,SMG5
SMG1,SMG6
SMG1,SMG7
SMG1,SMG8
SMG1,SMG9
SMG1,TAF1
SMG1,UBA52
SMG1,UPF1
SMG1,UPF2
SMG1,UPF3A
SMG1,UPF3B
SMURF1,TGFB1
SMURF2,TGFB1
SNAI1,TGFB1
SNAP23,STX3
SNAP29,STX3
SNAPC1,ZNF143
SNAPC2,ZNF143
SNAPC3,ZNF143
SNAPC4,ZNF143
SNAPC5,ZNF143
SNCA,UBE2L6
SNCAIP,UBE2L6
SNF8,VPS37A
SNX17,SRC
SNX9,TF
SOS1,SPTB
SOS1,SRC
SOX13,VEZF1
SP1,SP3
SP1,SRC
SP1,TAF5
SP1,TGFB1
SP1,ZNF143
SP2,ZNF143
SP3,SRSF11
SP3,STAG2
SP3,SUB1
SP3,SUMO1
SP3,SUMO2
SP3,SUZ12
SP3,TBP
SP3,TFAP4
SP3,TGFB1
SP3,TGFBR2
SP3,TGM4
SP3,TIA1
SP3,TIMP2
SP3,TNC
SP3,TNF
SP3,TNNI3
SP3,TNPO1
SP3,TOP2B
SP3,TP53
SP3,UBE2I
SP3,USF1
SP3,UTRN
SP3,XPO1
SP3,YY1
SP3,ZBTB1
SP3,ZNF146
SP3,ZNF3
SP3,ZNF638
SP4,VEZF1
SPTA1,SPTB
SPTA1,SRC
SPTAN1,SPTB
SPTAN1,SRC
SPTB,TMED3
SPTB,TMED9
SPTB,USO1
SPTB,YKT6
SPTBN1,SRC
SRC,STAT1
SRC,STAT3
SRC,STAT5A
SRC,STAT6
SRC,STUB1
SRC,TBK1
SRC,TGFB1
SRC,TRAF6
SRC,VAV3
SRC,VCL
SRC,VTN
SRC,YWHAB
SRC,YWHAE
SRC,YWHAH
SRCAP,VPS72
SREBF1,TF
SREBF1,TGFB1
SREBF2,TGFB1
SRRT,TAF5
SRRT,ZNF143
SRY,ZNF22
SSRP1,SUPT6H
SSU72,TAF5
SSU72,ZNF143
ST14,TGFB1
STAG1,SYNE1
STAM,VPS37A
STAM2,VPS37A
STAT1,TGFB1
STAT1,TYMP
STAT1,UBE2L6
STAT4,TGFB1
STEAP3,TP53
STRAP,TGFB1
STRIP1,STRN
STRIP1,STRN3
STRIP1,STRN4
STS,SUMF1
STX12,STX3
STX16-NPEPL1,STX3
STX18,STX3
STX3,STX7
STX3,STXBP2
STX3,TXLNA
STX3,VAMP2
STX3,VAMP8
STX3,VPS11
STX3,VPS18
STX3,VPS53
STX3,VTI1B
STX3,YKT6
STX3,YWHAH
SUGP2,U2AF2
SUMF1,SUMF2
SUMO1,UBE2L6
SUMO1,XPC
SUMO2,XPC
SUMO3,XPC
SUN1,SYNE1
SUN2,SYNE1
SUPT16H,SUPT6H
SUPT20H,SUPT7L
SUPT3H,SUPT7L
SUPT4H1,SUPT6H
SUPT4H1,ZNF143
SUPT5H,SUPT6H
SUPT5H,TAF5
SUPT5H,ZNF143
SUPT6H,TCEA1
SUPT6H,WDR61
SUPT7L,TADA1
SUPT7L,TADA2B
SUPT7L,TADA3
SUPT7L,TAF10
SUPT7L,TAF12
SUPT7L,TAF5L
SUPT7L,TAF6L
SUPT7L,TAF9
SUPT7L,TRRAP
SUPT7L,USP22
SYNJ1,TF
SYNJ2,TF
TAF1,ZNF143
TAF11,ZNF143
TAF13,ZNF143
TAF15,TAF5
TAF5,ZNF143
TAF6,ZNF143
TAF8,ZNF143
TAF9,ZNF143
TAL1,TF
TBCA,TUBB3
TBCC,TUBB3
TBCD,TUBB3
TBCE,TUBB3
TBP,ZNF143
TBX21,TGFB1
TCP1,TUBB3
TF,TFR2
TF,TFRC
TF,TRIP10
TF,WASL
TFCP2L1,VPS72
TFCP2L1,ZNF143
TFPT,XPC
TGFB1,TGFBR1
TGFB1,TGFBR2
TGFB1,TGFBR3
TGFB1,THBS1
TGFB1,THRAP3
TGFB1,TLR2
TGFB1,TNF
TGFB1,TP73
TGFB1,TYROBP
TGFB1,UBA52
TGFB1,UBB
TGFB1,UBC
TGFB1,UCHL5
TGFB1,USF1
TGFB1,USF2
TGFB1,USP15
TGFB1,WFIKKN2
TGFB1,WNT1
TGFB1,WNT10B
TGFB1,WT1
TGFB1,ZBTB7A
TGFB1,ZFHX3
TGFB1,ZFYVE9
TGFB1,ZNF263
TGFB1,ZNF467
TGFB1,ZNF638
TGFBRAP1,VPS11
TGFBRAP1,VPS16
TGFBRAP1,VPS18
TGFBRAP1,VPS41
TH,UBE2L6
TMED1,TMED10
TMED1,TMED9
TMED1,TPTE
TNFAIP8,TUBB3
TOP2A,VEZF1
TOPORS,UBE2L6
TP53,XPC
TP53RK,TPRKB
TRAF7,UBE2L6
TRIM25,UBE2L6
TRIM62,UBE2L6
TRIM8,UBE2L6
TRMT6,TRMT61A
TRRAP,VPS72
TSG101,VPS37A
TUBA1A,TUBB3
TUBA1B,TUBB3
TUBA1C,TUBB3
TUBA3D,TUBB3
TUBA3E,TUBB3
TUBA4A,TUBB3
TUBA4B,TUBB3
TUBA8,TUBB3
TUBAL3,TUBB3
TUBB,TUBB3
TUBB1,TUBB3
TUBB2A,TUBB3
TUBB2B,TUBB3
TUBB3,TUBB4A
TUBB3,TUBB4B
TUBB3,VBP1
TUBB3,WNT16
TUBB3,WNT7A
UBA1,UBE2L6
UBA52,UBE2L6
UBA52,VPS37A
UBA52,XPC
UBA7,UBE2L6
UBAP1,VPS37A
UBB,UBE2L6
UBB,VPS37A
UBB,XPC
UBC,UBE2L6
UBC,VPS37A
UBC,XPC
UBD,UBE2L6
UBE2E1,UBE2L6
UBE2I,XPC
UBE2L6,UBE2N
UBE2L6,UBE3A
UBE2L6,XIAP
UBE2N,XPC
UBE2V2,XPC
UEVLD,VPS37A
VPS25,VPS37A
VPS28,VPS37A
VPS36,VPS37A
VPS37A,VPS4A
VPS37A,VPS4B
VPS37A,VTA1
VPS72,YEATS4
XPA,XPC
XPC,XRCC5
XPC,XRCC6
XPC,YY1
YY1,ZNF143
ZC3H8,ZNF143
ZNF2,ZNF22
ZNF22,ZNF624
